CEBELNJAK_LOKACIJA,Y,X,DAT_ZACETEK,DAT_PRENEHANJE
30788,512421,119682,03.02.05,14.08.17
30790,510279,121074,03.02.05,26.10.15
31974,394611,92572,09.02.05,03.12.20
31979,393366,102256,09.02.05,07.04.09
31981,395215,91071,09.02.05,25.03.11
31986,508597,79874,09.02.05,22.08.18
31989,439122,46338,09.02.05,01.09.16
31991,433076,48364,09.02.05,23.07.08
31992,438639,47095,09.02.05,23.07.08
31998,549862,94516,09.02.05,16.06.16
32007,521140,71279,09.02.05,19.07.18
32008,517462,73412,09.02.05,12.10.09
32012,521149,71304,09.02.05,25.10.18
32021,518483,72975,09.02.05,17.05.10
32022,436398,53197,09.02.05,17.09.19
32025,434619,52868,09.02.05,17.09.19
32029,517103,75019,09.02.05,11.10.10
32038,518121,74357,09.02.05,17.01.12
32042,517588,71668,09.02.05,13.10.09
32044,524579,86097,09.02.05,02.07.14
32045,522125,84219,09.02.05,23.03.21
32046,512113,74894,09.02.05,07.10.08
32691,517285,159302,14.02.05,06.10.08
32695,578119,184093,14.02.05,25.09.08
32698,437408,72812,14.02.05,21.05.12
32699,516784,164129,14.02.05,31.01.19
32700,428254,70070,14.02.05,17.03.09
32702,433626,69922,14.02.05,03.03.21
32705,507998,122503,14.02.05,14.07.09
32706,529965,160685,14.02.05,17.01.12
32707,516435,155947,14.02.05,28.12.11
32710,520969,155398,14.02.05,26.04.13
32711,520975,155377,14.02.05,02.12.09
32712,508842,119955,14.02.05,20.02.19
32717,507062,121725,14.02.05,19.11.14
32718,439543,126764,14.02.05,13.07.09
32719,508792,121231,14.02.05,09.10.13
32722,457524,128334,14.02.05,03.06.13
32726,435549,132975,14.02.05,12.04.12
32727,439662,133038,14.02.05,20.07.18
32738,436785,136851,14.02.05,25.10.18
32746,441519,130295,14.02.05,19.12.19
32748,438782,126859,14.02.05,25.10.18
30796,390731,95832,03.02.05,21.10.08
30797,515585,119011,03.02.05,07.10.08
30801,576885,149148,03.02.05,03.04.17
30804,453269,76140,03.02.05,24.01.19
30808,459439,79214,03.02.05,06.09.16
30810,387355,99657,03.02.05,23.11.09
30811,480055,90650,03.02.05,23.06.15
30817,477060,92891,03.02.05,20.02.12
30819,531896,126504,03.02.05,08.01.19
30830,453670,75355,03.02.05,07.11.17
30834,395303,105125,03.02.05,19.06.07
30840,472847,91682,03.02.05,18.11.20
30844,398639,110825,03.02.05,14.02.12
30845,456368,75399,03.02.05,05.08.08
30846,394807,107101,03.02.05,18.09.18
30847,393928,105444,03.02.05,07.10.08
30848,395497,108383,03.02.05,07.10.08
30858,392327,102587,03.02.05,17.11.16
30861,390051,97795,03.02.05,19.12.16
30862,501908,161477,03.02.05,10.10.08
32051,513667,56842,10.02.05,25.10.18
32053,518176,89230,10.02.05,07.04.17
32055,414776,48709,10.02.05,13.09.16
32059,518720,100709,10.02.05,13.09.16
32063,429044,143992,10.02.05,19.06.18
32067,522237,73995,10.02.05,12.04.19
32073,522579,59688,10.02.05,11.01.10
32083,509185,70730,10.02.05,31.07.19
32084,522936,61015,10.02.05,31.07.19
32087,550721,158818,10.02.05,17.01.12
32090,507856,71302,10.02.05,15.01.09
32097,584409,146349,10.02.05,18.05.17
32099,584344,145754,10.02.05,14.04.08
32103,470054,121441,10.02.05,25.10.18
32104,474262,122246,10.02.05,07.09.10
32107,586637,142100,10.02.05,05.09.08
32113,481556,119910,10.02.05,04.03.11
32114,585143,142444,10.02.05,15.02.19
32117,596168,147991,10.02.05,19.07.18
32119,595304,146412,10.02.05,03.03.15
32121,469844,120111,10.02.05,02.03.21
32122,466880,121920,10.02.05,17.05.18
32123,588294,142768,10.02.05,03.02.15
32128,571210,139420,10.02.05,29.04.09
30871,389107,97669,03.02.05,06.03.08
30874,435805,139004,03.02.05,07.07.20
30875,399569,106772,03.02.05,14.05.15
30878,470722,92520,03.02.05,05.09.18
30879,438116,136975,03.02.05,08.09.20
30883,503308,156544,03.02.05,13.12.11
30888,470686,85122,03.02.05,14.01.11
30889,383895,102889,03.02.05,03.07.12
30890,500218,160866,03.02.05,30.01.12
30891,594197,165981,03.02.05,06.07.15
30894,551580,147721,03.02.05,30.01.19
30896,596481,190516,03.02.05,19.11.14
30899,386679,97979,03.02.05,14.07.09
30903,498382,162048,03.02.05,16.01.12
30915,386949,98909,03.02.05,16.04.09
30916,593879,165926,03.02.05,03.03.20
30924,549021,151318,03.02.05,02.02.21
30929,598493,163376,03.02.05,01.10.08
30930,501356,161275,03.02.05,07.07.15
30939,606732,158462,04.02.05,21.03.19
32140,456394,114845,10.02.05,25.10.18
32145,448672,109997,10.02.05,28.09.16
32146,450039,106943,10.02.05,19.09.11
32147,454509,116371,10.02.05,30.06.15
32150,453714,111120,10.02.05,09.07.09
32154,453095,108972,10.02.05,25.03.14
32155,455837,111516,10.02.05,29.09.16
32158,453311,110859,10.02.05,05.04.17
32159,455078,111606,10.02.05,20.07.18
32161,454505,110560,10.02.05,03.10.11
32162,453179,109514,10.02.05,03.10.11
32166,486124,109197,10.02.05,13.10.08
32168,453907,112172,10.02.05,14.02.18
32169,453893,111968,10.02.05,14.02.18
32171,450275,109866,10.02.05,14.02.18
32172,454278,106356,10.02.05,19.03.12
32175,467265,126444,10.02.05,23.09.19
32179,471113,125153,10.02.05,25.10.18
32180,471107,125150,10.02.05,15.07.09
32182,466751,113388,10.02.05,25.10.18
32196,466604,113571,10.02.05,10.07.14
32198,463157,107694,10.02.05,25.10.18
32200,473420,108470,10.02.05,03.09.10
32201,464292,113913,10.02.05,11.05.21
32202,466324,111096,10.02.05,08.09.20
32206,467026,114803,10.02.05,09.02.10
32207,466276,112734,10.02.05,02.06.15
32209,543215,116256,10.02.05,06.03.17
34689,490998,110725,03.03.05,03.03.20
34698,501185,104513,03.03.05,19.12.19
34699,530826,120448,03.03.05,02.02.18
34709,531582,121548,03.03.05,09.02.12
34711,531281,121700,03.03.05,22.08.12
34715,496014,94490,03.03.05,25.10.18
34720,487377,110320,03.03.05,06.11.13
34731,505628,88282,03.03.05,01.12.20
34736,489880,112392,03.03.05,30.09.08
34737,506677,89438,03.03.05,30.01.20
34738,502926,89520,03.03.05,03.07.18
34741,504491,93098,03.03.05,19.05.20
34744,504860,89974,03.03.05,15.07.09
34746,506166,92444,03.03.05,02.02.18
34747,507361,93181,03.03.05,18.05.10
34748,504936,90586,03.03.05,23.11.09
34749,507824,95551,03.03.05,05.02.21
34751,580587,136240,03.03.05,30.06.15
34754,507979,92201,03.03.05,09.07.14
34756,581915,137361,03.03.05,02.06.10
34760,580480,138971,03.03.05,10.09.08
34761,508390,95581,03.03.05,30.01.12
35944,545097,161369,09.03.05,20.09.11
35949,516660,108348,09.03.05,12.09.16
35953,475717,124978,09.03.05,05.03.21
35955,473269,124932,09.03.05,05.03.21
35958,516834,108218,09.03.05,31.03.09
35960,514787,111888,09.03.05,26.10.16
35962,517550,111542,09.03.05,27.01.20
35966,517940,114957,09.03.05,26.01.18
35967,517381,112142,09.03.05,07.12.20
35968,467088,118332,09.03.05,13.02.20
35969,518259,111483,09.03.05,23.06.08
35970,487393,120910,09.03.05,05.03.21
35973,517620,113420,09.03.05,14.02.12
35974,467505,118839,09.03.05,17.03.11
35977,514914,109617,09.03.05,16.07.09
35978,516339,113881,09.03.05,18.09.14
35980,523610,112293,09.03.05,13.12.11
35986,615095,158709,09.03.05,17.01.20
35992,533031,89628,09.03.05,02.06.15
35995,537872,88595,10.03.05,04.12.07
35997,479728,104606,10.03.05,11.02.20
36000,487145,108333,10.03.05,20.04.21
36006,487619,105095,10.03.05,09.10.19
37290,525098,98128,15.03.05,09.07.15
37291,523712,97364,15.03.05,30.11.09
37292,523199,96987,15.03.05,30.01.12
37297,514096,102677,15.03.05,25.01.12
37310,513771,102617,15.03.05,09.10.07
37311,521928,102612,15.03.05,17.01.12
37312,527141,99568,15.03.05,27.06.18
37313,521889,96992,15.03.05,27.01.12
37316,503484,67942,15.03.05,15.05.09
37320,548594,160448,15.03.05,19.06.15
37321,543647,157431,15.03.05,11.12.17
37322,555365,154195,15.03.05,05.02.18
37324,552517,157160,15.03.05,14.02.20
37336,525885,98810,15.03.05,16.09.11
37341,420999,58668,15.03.05,14.07.09
37342,421394,58509,15.03.05,14.07.09
37346,419897,61425,15.03.05,07.02.18
37347,408470,70944,15.03.05,22.03.12
37348,408720,67184,15.03.05,17.10.14
37353,518408,128156,15.03.05,24.06.15
33549,523931,97194,16.02.05,01.03.11
