CEBELNJAK_LOKACIJA,Y,X,DAT_ZACETEK,DAT_PRENEHANJE
41196,497298,156817,12.09.05,22.01.18
42024,544798,82518,30.03.06,14.07.15
42025,544823,82311,30.03.06,24.01.19
42027,488326,157685,30.03.06,02.06.15
42029,403145,76145,30.03.06,05.02.18
42034,395127,77107,30.03.06,09.10.13
42038,432557,139452,30.03.06,14.03.12
42041,568179,173245,30.03.06,01.02.12
42042,535814,87898,30.03.06,12.02.09
42043,452114,100140,30.03.06,20.02.12
42044,452279,100098,30.03.06,20.02.12
39260,494060,140623,04.04.05,02.02.18
39262,549107,121242,04.04.05,26.06.14
39263,553332,121365,04.04.05,20.08.13
39265,542681,156130,04.04.05,08.12.11
39266,465037,121314,05.04.05,14.03.12
39268,401077,43775,05.04.05,09.07.14
39272,396443,43081,05.04.05,12.08.08
39273,400881,45986,05.04.05,08.07.15
39274,392930,43162,05.04.05,06.03.12
39276,409457,40915,05.04.05,21.03.12
39277,400262,39604,05.04.05,30.01.20
39278,402637,49327,05.04.05,18.06.18
39282,391545,39948,05.04.05,07.06.18
39283,391541,39965,05.04.05,07.06.18
39289,597141,140316,05.04.05,18.02.19
39290,594936,141056,05.04.05,01.02.12
39292,546781,156645,05.04.05,16.01.12
39294,575923,170634,05.04.05,22.01.09
39298,558071,163279,05.04.05,09.07.20
39301,536071,99758,05.04.05,14.11.19
39302,513477,102690,05.04.05,15.07.15
39307,520515,93083,05.04.05,19.07.18
39310,525867,94468,05.04.05,25.10.18
39313,519121,100236,05.04.05,01.02.12
39314,529066,93444,05.04.05,21.02.11
39316,419926,54670,05.04.05,25.10.18
39319,425252,64672,05.04.05,25.10.18
40165,400806,116405,16.06.05,18.06.08
40171,573030,131627,16.06.05,18.12.17
40176,531113,122019,16.06.05,13.02.12
40183,516330,90148,16.06.05,18.05.17
40185,569203,163986,16.06.05,07.10.08
40189,611237,160362,16.06.05,13.12.11
40190,533615,110799,16.06.05,08.12.09
40192,532943,115984,16.06.05,21.12.20
40193,597068,144950,16.06.05,12.10.10
40201,539864,142213,16.06.05,03.07.15
40204,517900,57232,16.06.05,21.03.12
40206,515874,54371,16.06.05,09.12.20
40209,508332,58597,16.06.05,21.03.12
40210,530417,107221,16.06.05,26.04.12
40219,488589,127768,17.06.05,25.10.18
40224,435490,91878,17.06.05,19.12.14
41198,500513,153445,12.09.05,26.02.18
41200,496469,158144,12.09.05,09.12.09
41201,542958,124350,12.09.05,18.04.17
41202,538023,129319,12.09.05,03.04.17
41204,537186,129024,12.09.05,21.12.17
41206,537977,92708,12.09.05,31.03.11
41210,458523,62832,12.09.05,29.02.08
41211,506476,104755,12.09.05,21.02.12
41214,500074,159424,12.09.05,13.09.10
41216,560468,127620,13.09.05,28.01.19
41217,461113,139479,13.09.05,04.09.20
41219,506224,151186,13.09.05,25.10.18
41220,505388,149449,13.09.05,31.03.17
41224,507663,149839,13.09.05,13.02.20
41225,548187,146640,13.09.05,25.10.18
41226,578829,168451,13.09.05,17.01.18
41229,508174,149668,13.09.05,28.03.17
41230,504809,145859,13.09.05,28.03.17
41234,519793,132126,13.09.05,21.03.19
41235,558065,170966,13.09.05,05.02.18
41236,558065,170966,13.09.05,10.10.08
41240,444773,133267,13.09.05,25.10.18
41247,506729,117708,14.09.05,26.05.21
41249,508878,118129,14.09.05,19.07.18
41750,462557,70841,10.01.06,17.07.08
41757,462169,72091,16.01.06,09.10.08
41762,527909,122238,17.01.06,22.09.11
41766,546957,157217,17.01.06,20.03.09
41770,539046,136971,17.01.06,12.06.12
41772,491058,161947,17.01.06,21.02.12
41774,600113,166401,17.01.06,22.08.18
41775,517403,132715,17.01.06,28.06.12
41778,546470,108266,17.01.06,02.02.12
41780,435764,112796,17.01.06,01.10.18
41784,483716,146849,17.01.06,16.06.10
41789,384877,124909,17.01.06,10.07.14
41790,435387,88418,18.01.06,12.03.20
41791,435387,88418,18.01.06,12.03.20
41793,435387,88418,18.01.06,12.03.20
41795,452224,131329,18.01.06,25.10.18
41796,466415,96655,18.01.06,27.09.17
41803,515205,144988,18.01.06,11.02.20
41804,405377,43972,18.01.06,25.10.18
39323,413281,73809,05.04.05,19.03.12
39324,425084,54716,05.04.05,03.04.12
39325,454798,119656,05.04.05,03.04.12
39328,413235,85694,05.04.05,22.08.18
39329,413320,75229,05.04.05,09.07.14
39331,403070,76016,05.04.05,01.12.20
39332,402263,75704,05.04.05,15.02.19
39333,400678,74650,05.04.05,30.05.19
39338,462139,112931,05.04.05,13.10.10
39339,581356,143215,05.04.05,14.02.12
39340,535145,113192,05.04.05,14.02.12
39341,532186,116637,05.04.05,09.02.12
39344,526115,119460,05.04.05,30.01.17
39345,534583,117556,05.04.05,14.01.21
39348,530433,122887,05.04.05,24.10.16
39351,543993,138869,05.04.05,07.10.08
39353,544590,142834,05.04.05,25.10.18
39354,547059,143491,05.04.05,13.01.12
39355,549644,141544,05.04.05,19.07.18
39356,550877,140512,05.04.05,13.01.11
39358,538825,137098,05.04.05,02.06.15
39360,395969,43540,06.04.05,03.02.09
39361,449163,121302,06.04.05,08.03.12
39362,595978,175891,06.04.05,08.03.12
39365,448775,120267,06.04.05,02.06.10
39367,494530,157532,06.04.05,19.07.13
39368,451709,119883,06.04.05,07.03.17
39372,450111,131734,06.04.05,11.02.10
40239,573278,148525,17.06.05,01.06.10
40241,461734,110788,17.06.05,21.01.11
40263,390257,105124,23.06.05,13.02.12
40265,493949,156202,23.06.05,14.04.10
40282,534168,120377,27.06.05,13.02.12
41257,439890,116477,19.09.05,04.11.16
41258,405722,111760,19.09.05,02.03.12
41261,498822,153116,19.09.05,29.06.20
41262,513000,40117,19.09.05,25.10.18
41263,484450,120283,19.09.05,27.03.20
41264,490699,101303,19.09.05,10.11.15
41267,450623,125913,19.09.05,25.10.18
41272,538958,127914,19.09.05,01.12.20
41278,493707,156449,20.09.05,02.03.18
41279,506271,152376,20.09.05,21.01.20
41280,511660,147693,20.09.05,25.10.18
41281,522830,137949,21.09.05,17.07.13
41282,456440,92660,21.09.05,24.01.19
41291,474319,109254,22.09.05,30.01.08
41292,527168,108230,22.09.05,14.08.09
41298,519156,134022,22.09.05,20.02.12
41299,525852,118429,22.09.05,25.10.18
41301,425311,50327,22.09.05,07.08.08
41302,404063,44822,22.09.05,25.09.18
41303,408310,71078,22.09.05,28.11.07
41305,488525,153782,22.09.05,14.07.14
41306,419146,126060,22.09.05,08.12.15
41309,590385,169325,23.09.05,25.10.18
41310,461809,108768,23.09.05,01.04.11
41967,469620,95446,28.02.06,12.02.20
41968,468670,93758,28.02.06,23.08.21
41969,537550,98433,28.02.06,16.01.12
41970,537542,157375,01.03.06,07.10.08
41971,540954,160898,01.03.06,07.10.08
41972,540954,160898,01.03.06,07.10.08
41974,490921,105251,02.03.06,02.04.20
39375,400679,151886,06.04.05,02.02.12
39379,422228,147965,06.04.05,28.09.11
39381,418722,147355,06.04.05,29.12.15
39393,483298,81648,07.04.05,21.02.12
39395,487016,79975,07.04.05,05.02.18
39396,482621,81941,07.04.05,04.11.16
39398,520724,71816,07.04.05,04.12.08
39417,507628,94086,07.04.05,31.08.20
39420,467636,87168,07.04.05,03.09.20
39428,520354,82208,07.04.05,03.03.11
39431,503427,132748,07.04.05,30.06.15
39432,501943,133773,07.04.05,23.11.09
39436,384946,95471,08.04.05,02.02.18
-125146,501113,118277,12.04.05,16.01.12
39443,483530,85664,12.04.05,30.06.15
40289,535274,106914,07.07.05,08.03.12
40292,456167,96860,07.07.05,12.12.18
40301,549093,118464,07.07.05,15.12.09
40302,521552,127127,07.07.05,09.02.12
40303,523791,154858,07.07.05,23.06.15
40306,519938,155772,07.07.05,30.06.15
40309,420815,61726,08.07.05,18.06.18
40310,402568,42583,08.07.05,30.09.08
40312,545636,149897,08.07.05,16.01.12
40314,463163,118899,08.07.05,25.10.18
40320,578804,143131,08.07.05,29.06.15
40322,577870,141898,08.07.05,19.12.17
40323,535508,156595,08.07.05,20.02.12
40325,458322,94618,08.07.05,25.10.18
40327,466428,84490,08.07.05,23.11.10
40329,497338,89042,11.07.05,15.07.09
40330,466416,94340,11.07.05,16.09.11
40332,466824,94472,11.07.05,26.10.16
40334,405022,84735,12.07.05,01.12.09
40337,396221,87792,12.07.05,15.10.08
40340,402505,90586,12.07.05,13.02.12
40344,491539,89171,13.07.05,04.05.17
40348,515594,115076,14.07.05,16.02.12
40350,385424,94829,14.07.05,19.06.18
40351,397828,92475,14.07.05,05.03.21
40352,388547,100031,14.07.05,05.03.21
40355,396138,110160,14.07.05,18.05.12
40356,462066,116499,14.07.05,17.10.08
41325,512418,119302,29.09.05,25.10.18
41328,557405,161239,05.10.05,19.02.10
41329,402722,106648,05.10.05,15.03.12
41331,553325,166837,05.10.05,17.12.13
41333,507090,128071,05.10.05,15.12.09
41335,582890,175319,05.10.05,09.02.21
41336,594408,142010,05.10.05,13.02.09
41342,508469,124431,05.10.05,25.10.18
42052,581013,181826,06.04.06,22.01.18
42053,479708,133137,06.04.06,30.01.12
42057,557011,157436,06.04.06,25.10.18
42059,448677,119764,07.04.06,17.10.11
42062,395817,120838,07.04.06,07.10.16
42063,433672,103262,07.04.06,18.12.18
42072,545564,165656,13.04.06,16.09.08
39447,412763,109145,12.04.05,12.04.21
39450,405957,113953,12.04.05,20.09.21
39454,406778,114269,12.04.05,11.12.09
39458,390516,134130,12.04.05,09.07.15
39461,390319,123785,12.04.05,03.11.09
39462,393812,142103,12.04.05,02.02.18
39466,383211,130440,12.04.05,19.10.16
39467,548024,118064,12.04.05,11.02.11
39468,396559,130990,12.04.05,19.08.13
39472,416568,116238,12.04.05,09.03.20
39473,401902,117264,12.04.05,31.12.15
39474,391725,122474,12.04.05,25.10.18
39476,391165,122428,12.04.05,14.04.09
39480,404845,112574,13.04.05,07.04.17
39481,400451,114337,13.04.05,10.02.20
39482,403415,113156,13.04.05,07.10.10
39488,394734,120552,13.04.05,31.12.08
39489,570726,133253,13.04.05,14.05.15
39493,471851,77053,13.04.05,25.10.18
39499,556854,172297,13.04.05,21.08.13
39500,558192,171541,13.04.05,03.10.08
39501,549797,170605,13.04.05,06.07.15
39503,557021,169592,13.04.05,12.12.07
39504,548617,170976,13.04.05,16.08.10
39508,553706,171103,13.04.05,20.09.21
39509,553706,171103,13.04.05,20.09.21
39510,557078,173041,13.04.05,07.04.17
40357,396098,107706,14.07.05,25.10.18
40358,397018,83790,14.07.05,20.02.12
40361,386225,99103,14.07.05,26.11.13
40362,495484,137572,14.07.05,23.12.09
40363,394881,93365,14.07.05,15.07.09
40365,395291,93806,14.07.05,16.01.19
40371,424555,58060,14.07.05,11.12.20
40372,400195,42686,14.07.05,15.02.19
40373,441598,47857,14.07.05,06.11.07
40375,402726,74220,14.07.05,26.10.10
40376,441077,54469,14.07.05,13.06.12
40379,391911,41977,14.07.05,05.02.18
40382,460236,96061,15.07.05,11.01.21
40383,559108,167247,15.07.05,26.01.18
40385,561408,169524,15.07.05,13.01.12
40386,596729,158076,15.07.05,19.01.11
40388,491201,146663,15.07.05,25.10.18
40389,540943,156093,15.07.05,28.01.19
40390,500469,134480,15.07.05,30.09.15
40394,576225,163131,15.07.05,29.08.08
40395,387668,134873,15.07.05,22.04.16
40396,499330,121703,15.07.05,09.04.21
40403,518723,53110,18.07.05,16.09.11
40404,493984,152874,18.07.05,25.10.18
40408,505272,165720,18.07.05,24.11.09
40421,458486,69245,19.07.05,09.02.18
40425,522587,110858,19.07.05,09.02.09
41344,515062,102630,07.10.05,09.10.07
41347,544462,122936,07.10.05,28.08.20
41349,501657,147260,10.10.05,17.10.14
41350,404064,45052,10.10.05,23.09.13
41351,394315,37106,10.10.05,23.11.09
41352,402397,43532,10.10.05,04.04.17
41353,389176,43274,10.10.05,16.06.16
41355,509430,127665,10.10.05,10.11.14
41357,495995,153096,11.10.05,16.09.20
41358,459166,92056,11.10.05,25.01.16
41360,602859,160325,12.10.05,09.07.14
41364,407796,43296,12.10.05,01.04.09
41365,396528,45265,12.10.05,06.07.15
41366,419902,60738,12.10.05,29.08.12
41367,432951,43028,12.10.05,10.11.15
41368,411775,65393,12.10.05,12.10.10
41375,611615,154621,12.10.05,02.02.18
41378,525613,123202,12.10.05,25.10.18
41380,504599,68634,12.10.05,25.10.18
41384,447122,136291,12.10.05,28.03.13
41385,434790,96349,12.10.05,25.10.18
41386,512495,114396,12.10.05,12.01.09
41389,596390,145871,14.10.05,06.03.12
41808,540395,137651,18.01.06,25.10.18
41810,534059,88756,18.01.06,29.07.15
41813,543459,166425,18.01.06,25.10.18
41816,423718,128483,18.01.06,06.07.15
41820,498773,115587,18.01.06,25.10.18
41822,528694,85149,18.01.06,01.07.15
41823,513275,74902,18.01.06,01.07.15
41824,528797,85169,18.01.06,01.07.15
41825,577445,142295,19.01.06,24.01.12
41828,405488,75952,20.01.06,07.03.12
41831,529544,86294,23.01.06,11.07.14
41833,529811,87793,23.01.06,08.06.15
41834,530813,87763,23.01.06,30.01.18
41837,528173,89117,23.01.06,08.06.15
41839,528563,87614,23.01.06,10.10.08
41841,385688,96370,23.01.06,14.02.12
41845,540957,116714,23.01.06,31.08.16
41846,505142,85395,23.01.06,23.06.20
41850,563212,150693,23.01.06,27.05.13
41852,586863,150978,23.01.06,28.02.19
41860,583187,187940,24.01.06,29.04.09
41867,484311,138729,24.01.06,03.03.20
41868,593514,150002,24.01.06,07.10.11
41873,479393,136051,24.01.06,24.08.16
41876,533031,130370,24.01.06,23.01.20
39515,522572,134404,14.04.05,28.06.12
39517,495461,123385,14.04.05,04.06.20
39518,497116,124997,14.04.05,13.02.20
39521,495803,121862,14.04.05,04.02.16
39522,497606,123256,14.04.05,25.10.18
39524,495953,120747,14.04.05,15.10.09
39525,496509,122848,14.04.05,16.07.09
39526,447906,95426,14.04.05,30.03.09
39527,446046,92851,14.04.05,05.07.13
39528,446130,92618,14.04.05,25.03.11
39533,449952,96515,14.04.05,17.11.16
39539,446005,95204,14.04.05,03.09.20
39541,451881,97925,14.04.05,05.10.16
39542,444118,93013,14.04.05,25.10.10
39545,443425,91225,14.04.05,02.06.15
39546,450561,94599,14.04.05,25.10.18
39549,448971,96270,14.04.05,16.01.17
39551,397957,35914,14.04.05,30.01.18
39554,443892,91888,14.04.05,25.10.18
39558,495430,108349,14.04.05,04.12.09
39561,528337,138599,14.04.05,06.07.15
39563,496771,147636,14.04.05,13.01.12
39566,562874,144227,15.04.05,16.11.09
39568,450382,94704,18.04.05,16.01.09
40430,452632,85315,20.07.05,14.01.11
40431,453840,82114,20.07.05,23.09.13
40434,530335,119421,20.07.05,04.03.11
40439,445795,71412,20.07.05,11.01.10
40441,599447,159681,20.07.05,25.10.18
40446,549347,95250,20.07.05,05.06.20
40450,424700,102627,20.07.05,15.02.19
40453,463362,91179,20.07.05,25.10.18
40467,522642,82908,20.07.05,01.03.16
40473,473194,87189,20.07.05,21.02.12
40477,385438,100469,20.07.05,19.02.10
40480,490198,43261,20.07.05,20.03.12
40484,488646,55575,20.07.05,05.03.21
40486,492230,50011,20.07.05,26.11.08
40488,489113,56284,20.07.05,05.08.08
40489,476670,47652,20.07.05,18.12.18
40491,489981,126395,20.07.05,11.07.12
40494,401493,43494,20.07.05,11.11.08
40495,419307,148199,20.07.05,19.07.18
40496,411618,150173,20.07.05,17.12.13
40499,543363,104228,21.07.05,26.11.20
40503,549857,103332,21.07.05,07.03.11
41390,526677,138170,14.10.05,28.02.12
41393,469876,89498,21.10.05,10.07.14
41397,512461,85399,24.10.05,07.02.12
41399,600894,162691,25.10.05,06.03.12
41401,547120,126861,25.10.05,25.03.11
41403,584490,167993,25.10.05,25.10.18
41404,385192,124548,26.10.05,18.06.18
38463,533402,126871,17.03.05,08.10.08
38464,538229,120371,17.03.05,08.10.08
38523,421366,71359,18.03.05,02.03.11
38530,422006,72514,18.03.05,02.03.11
38536,513738,133943,18.03.05,25.10.18
38538,447610,123722,18.03.05,22.01.18
39576,429761,102020,18.04.05,29.03.12
39578,462109,110856,18.04.05,25.10.18
39580,463236,125807,18.04.05,19.12.12
39582,389603,133939,18.04.05,13.02.14
39583,384284,132278,18.04.05,28.02.12
39585,409427,103298,18.04.05,01.06.20
39586,383235,130742,18.04.05,22.01.18
39588,409534,105591,18.04.05,13.02.12
39592,389321,123683,18.04.05,19.09.11
39594,400440,114359,18.04.05,28.02.12
39596,402840,117125,18.04.05,25.10.18
39598,380901,124218,18.04.05,17.10.11
39601,401774,116796,18.04.05,25.01.12
39602,401054,111974,18.04.05,23.09.09
39607,403766,116432,18.04.05,01.09.16
39608,401700,114618,18.04.05,12.07.10
39609,402373,118436,18.04.05,05.06.19
39614,408615,116043,18.04.05,28.07.10
39615,402324,118402,18.04.05,01.08.08
39617,396567,119383,18.04.05,18.11.09
39618,399848,116910,18.04.05,09.12.11
39619,394264,120260,18.04.05,12.03.20
40511,611396,155445,21.07.05,25.10.16
40513,539773,78558,21.07.05,01.04.10
40518,493241,97876,21.07.05,07.10.08
40524,529001,156997,21.07.05,05.10.16
40525,531129,156933,21.07.05,30.01.18
40528,483973,137315,21.07.05,16.02.12
40530,557134,156142,21.07.05,22.04.09
40531,554788,157871,21.07.05,22.04.09
40533,557313,157305,21.07.05,03.12.07
40534,548356,153141,21.07.05,04.08.08
40540,469998,111174,21.07.05,29.01.20
40541,442751,135273,21.07.05,09.04.20
40542,456180,114599,21.07.05,02.11.10
40547,473830,99441,21.07.05,17.07.18
40548,477392,98607,21.07.05,07.02.18
40550,398175,92621,21.07.05,16.09.16
40561,587262,141387,21.07.05,29.08.08
40562,591963,140844,21.07.05,31.01.18
40563,589771,141268,21.07.05,13.05.14
40575,439490,102812,21.07.05,15.03.10
40576,443399,97831,21.07.05,28.12.15
40581,537564,122700,21.07.05,14.02.12
41440,491826,55762,21.11.05,21.07.09
41441,421671,148135,21.11.05,16.10.13
41442,456421,105197,21.11.05,19.07.18
41444,477083,113816,21.11.05,23.03.11
41446,434986,108462,21.11.05,23.06.15
41450,499511,155506,21.11.05,21.03.19
41451,422101,58471,21.11.05,09.06.10
41453,505100,150387,21.11.05,14.10.11
41454,513360,147066,21.11.05,16.02.09
41455,507802,153219,21.11.05,02.02.18
42733,440060,129759,24.01.07,25.02.14
42904,508514,112706,29.05.07,27.06.12
42913,447694,117879,31.05.07,25.08.16
42916,536337,121775,31.05.07,10.07.14
43224,548652,160766,23.10.07,18.01.12
42736,462489,95914,05.02.07,05.07.19
42740,443717,117470,05.02.07,05.02.20
42742,395301,39013,05.02.07,25.10.18
42744,432858,108495,05.02.07,30.06.09
43253,459312,127352,24.10.07,25.10.18
43259,453480,111712,25.10.07,25.10.18
42170,510058,150623,07.06.06,05.08.08
42171,439127,49976,07.06.06,26.07.10
42177,493598,113313,08.06.06,11.10.10
42180,574288,149882,08.06.06,13.01.12
42181,436382,72790,08.06.06,24.08.16
42186,411629,84775,15.06.06,14.08.08
42188,500331,89553,15.06.06,03.12.20
42189,384459,97257,15.06.06,10.02.12
42190,484150,64691,15.06.06,02.10.08
42198,428749,103326,19.06.06,07.12.20
42201,459691,123748,19.06.06,28.07.08
43271,499628,50486,06.11.07,26.01.12
43265,556072,138610,07.11.07,10.02.20
42205,592474,141040,21.06.06,08.10.08
42206,500978,135768,21.06.06,09.02.12
42207,559911,121590,21.06.06,15.06.11
42209,537548,157347,21.06.06,16.02.12
42212,402135,83216,22.06.06,25.10.18
42217,506755,88137,26.06.06,26.10.10
42218,435272,95095,26.06.06,25.09.08
42220,473984,73888,26.06.06,18.11.20
42221,521008,81205,28.06.06,18.12.07
42225,456448,78765,28.06.06,03.03.21
42228,469096,116308,28.06.06,23.09.08
42229,450048,130963,28.06.06,25.10.18
42230,394805,90460,28.06.06,18.08.08
42231,517713,75752,29.06.06,04.08.08
42239,515837,164741,30.06.06,25.10.18
42932,458741,92972,21.06.07,09.10.08
42938,544258,122484,22.06.07,02.07.13
42939,471660,122374,22.06.07,02.09.16
42941,487591,41189,26.06.07,06.07.15
42945,518052,118942,26.06.07,28.09.11
42946,406571,70750,26.06.07,09.03.20
42947,403708,82824,26.06.07,25.10.18
42948,517163,114833,26.06.07,03.06.13
42956,507040,65211,28.06.07,26.02.20
42958,505687,113138,28.06.07,13.10.08
43289,494207,112147,15.11.07,21.09.16
42245,458077,71765,03.07.06,27.03.20
42249,502204,138556,03.07.06,08.01.20
42251,486292,103095,03.07.06,06.07.15
42256,546122,92035,05.07.06,20.07.10
42258,514825,101574,05.07.06,25.10.18
42259,551080,85532,06.07.06,30.10.08
42262,486977,150206,07.07.06,12.01.21
42269,549895,103356,13.07.06,07.03.11
42271,520964,84814,13.07.06,25.02.14
42272,520945,84799,13.07.06,25.02.14
42273,552098,151174,14.07.06,01.12.09
42274,479348,121143,14.07.06,25.10.18
42275,581694,135712,14.07.06,11.07.12
42276,426182,103228,14.07.06,25.10.18
42281,538417,126700,14.07.06,30.01.18
42286,579310,144236,17.07.06,10.02.12
42752,441962,130511,19.03.07,25.10.18
42754,525241,133022,19.03.07,26.11.15
42756,516663,82976,19.03.07,25.10.18
42959,521639,49931,04.07.07,20.11.17
42960,521532,61338,04.07.07,20.11.17
42961,457666,72015,04.07.07,25.10.18
42966,433270,136208,04.07.07,26.04.13
42967,503244,90392,04.07.07,07.07.15
42970,470751,81622,04.07.07,10.07.14
43296,548872,163465,27.11.07,25.10.18
42356,510655,46278,26.07.06,26.01.17
42359,533953,160521,26.07.06,07.09.21
42363,438380,109436,26.07.06,18.05.12
42368,403944,44669,27.07.06,03.11.09
42369,403944,44669,27.07.06,03.11.09
42371,513331,149806,27.07.06,18.04.12
42373,493354,155646,27.07.06,25.10.18
42376,516387,111871,27.07.06,09.02.10
42377,449788,103509,27.07.06,30.09.08
42378,542178,143216,27.07.06,19.07.18
42380,541676,141147,27.07.06,01.03.16
42384,552998,150104,28.07.06,24.01.12
42385,544906,109827,28.07.06,30.01.20
42387,518753,85502,28.07.06,03.12.09
42396,537097,89139,03.08.06,12.07.18
42398,532161,118054,08.08.06,11.04.17
42760,504757,121615,26.03.07,26.05.21
42976,496810,140732,11.07.07,03.03.11
42979,399133,41238,11.07.07,11.01.21
42981,511406,121332,11.07.07,23.01.20
43306,536777,129393,04.12.07,15.03.10
42295,395911,120861,17.07.06,31.03.21
42305,548209,152740,17.07.06,26.01.12
42314,524530,35844,18.07.06,15.03.12
42317,514070,100860,18.07.06,15.10.15
42318,499206,88842,18.07.06,22.06.20
42320,491773,128013,18.07.06,05.07.18
42321,565917,169061,19.07.06,06.07.15
42323,399776,44176,19.07.06,19.03.12
42325,566847,136258,19.07.06,07.03.17
42327,470135,122780,19.07.06,24.08.16
42328,586044,144411,20.07.06,01.04.09
42340,467840,87695,21.07.06,08.09.16
42342,521114,52187,21.07.06,15.07.09
42347,540552,82649,24.07.06,11.09.08
42348,546372,108773,24.07.06,03.04.08
42352,539552,157942,25.07.06,14.02.12
42354,567987,153698,26.07.06,16.01.12
42764,433915,138648,05.04.07,17.05.12
42767,542581,132386,10.04.07,19.07.18
43309,540065,139114,07.12.07,31.08.16
43314,475182,97974,11.12.07,17.01.08
43316,504359,39492,11.12.07,19.03.12
43323,476705,104501,12.12.07,07.06.19
42402,490093,149627,09.08.06,25.10.18
42403,581433,143592,09.08.06,16.12.09
42407,455188,108788,09.08.06,21.12.15
42409,563199,150895,10.08.06,12.02.18
42410,502307,150907,10.08.06,30.07.15
42411,544719,155277,10.08.06,18.02.21
42412,495998,123703,10.08.06,10.10.08
42415,393121,83869,10.08.06,02.06.15
42417,531470,106562,10.08.06,25.11.09
42418,489076,152947,10.08.06,17.01.12
42422,442338,96831,10.08.06,10.07.14
42424,521930,112413,16.08.06,21.05.12
42425,437689,134688,16.08.06,28.02.12
42426,539975,154746,16.08.06,24.01.12
42427,527824,107326,16.08.06,03.12.08
42428,531627,113063,17.08.06,16.02.12
42443,549736,95640,23.08.06,09.10.09
42444,528600,103041,23.08.06,26.03.08
42447,505876,84269,24.08.06,15.02.19
42451,431550,48981,25.08.06,19.04.16
42452,430676,48550,25.08.06,19.04.16
42453,533475,132220,25.08.06,20.04.20
42454,432257,49223,25.08.06,03.01.18
42455,402491,43778,25.08.06,31.01.17
42457,560931,153024,25.08.06,25.10.18
42773,464330,124363,13.04.07,02.04.09
42774,485986,112255,13.04.07,25.01.18
42775,469782,111623,13.04.07,22.06.21
42989,515428,105862,31.07.07,24.01.19
42988,523687,91505,31.07.07,28.11.18
42992,511683,100490,31.07.07,24.03.20
42995,393815,101650,31.07.07,14.02.12
43008,538557,112017,02.08.07,06.10.16
43011,562864,171197,02.08.07,23.09.16
43014,477495,108176,02.08.07,30.09.09
43017,535446,110148,02.08.07,22.03.17
43018,548254,104202,02.08.07,09.04.19
43022,578745,163338,03.08.07,16.09.11
43023,580785,168412,03.08.07,27.08.08
43025,435569,133648,06.08.07,04.04.12
43376,401118,121744,14.12.07,05.06.19
42461,512310,44381,29.08.06,12.01.10
42466,489995,36986,29.08.06,30.01.18
42467,444034,130137,29.08.06,01.02.12
42477,559840,169299,01.09.06,17.01.12
42478,559840,169299,01.09.06,17.01.12
42495,532186,111975,04.09.06,01.03.18
42498,542056,143831,04.09.06,27.05.13
42506,501124,163423,06.09.06,04.03.21
42512,445569,135633,07.09.06,29.07.15
42514,458716,61183,07.09.06,07.11.17
42515,548629,120565,07.09.06,06.03.17
42784,568160,157499,19.04.07,25.10.18
42787,409803,67934,19.04.07,13.10.08
42789,511002,91788,19.04.07,16.09.11
42790,462124,113437,19.04.07,22.12.11
42791,454488,90778,19.04.07,11.09.19
42794,510554,134762,19.04.07,18.12.17
43028,435544,136294,06.08.07,15.07.15
43032,512121,77308,13.08.07,25.01.12
43036,565718,129489,14.08.07,01.09.09
43040,537365,97223,24.08.07,07.12.18
42548,551602,86745,14.09.06,11.11.16
42552,546667,157439,15.09.06,09.07.14
42557,546174,116527,15.09.06,26.08.08
42562,499517,103510,18.09.06,19.09.16
42796,524416,115951,19.04.07,25.10.18
42797,523805,76740,19.04.07,14.09.18
43502,463602,95458,17.12.07,19.07.18
42517,519122,108392,07.09.06,07.08.07
42519,549279,117081,07.09.06,03.10.08
42520,546328,94574,08.09.06,11.11.16
42522,471631,91818,08.09.06,11.07.12
42524,577934,141613,08.09.06,16.01.12
42525,536904,156511,08.09.06,20.02.12
42526,535317,155164,08.09.06,20.02.12
42529,442857,80500,11.09.06,21.03.12
42540,591566,144301,13.09.06,06.03.17
42541,559456,152767,13.09.06,04.08.20
42544,528129,118588,13.09.06,07.04.08
42545,445976,116772,13.09.06,28.03.17
42547,403610,45744,14.09.06,01.12.20
42800,615951,157175,24.04.07,31.08.16
42810,468677,124984,24.04.07,08.12.09
42815,549854,147469,25.04.07,02.02.18
42816,546576,152995,25.04.07,20.04.17
42821,558560,138730,25.04.07,11.11.14
43048,487613,101915,10.09.07,25.10.18
42566,417356,76074,20.09.06,17.02.12
42568,493357,93119,25.09.06,29.01.10
42574,592355,189545,26.09.06,04.11.16
42576,441592,125533,27.09.06,26.03.12
42581,572150,158898,27.09.06,14.01.11
42583,571554,161479,27.09.06,28.03.17
42585,572340,156191,27.09.06,27.11.09
42586,572896,157191,27.09.06,10.09.20
42587,520945,62361,28.09.06,16.09.11
42588,431539,99508,28.09.06,04.07.12
42596,509889,119910,28.09.06,29.08.16
42594,430721,135372,28.09.06,25.10.18
42597,452555,129984,28.09.06,04.12.20
42598,463512,91308,28.09.06,23.03.11
42599,392359,77460,28.09.06,09.10.13
42602,542797,90382,29.09.06,22.08.17
42607,546488,119349,02.10.06,20.04.12
42608,499517,155021,02.10.06,09.12.20
42613,601752,170405,02.10.06,15.07.09
43053,415636,128250,12.09.07,05.06.13
43056,535412,127849,12.09.07,16.06.16
43057,543251,121986,12.09.07,16.09.08
