LOKACIJA_IZH,Y,X,LOKACIJA_DEST,Y_DEST,X_DEST,DATE_MOVE
69022,415943,109587,38612,448767,67273,10.07.18
54629,474551,99162,38612,448767,67273,22.07.13
63821,532866,141377,38613,449676,67499,08.07.16
78738,477483,105457,38614,450155,68448,11.07.20
78739,477483,105457,38614,450155,68448,11.07.20
71262,477483,105457,38614,450155,68448,28.06.18
71263,477483,105457,38614,450155,68448,30.06.18
64536,474328,104521,38614,450155,68448,06.07.16
64535,474328,104521,38614,450155,68448,06.07.16
71217,476402,105430,38616,451728,65490,26.06.18
71216,476402,105430,38616,451728,65490,26.06.18
70316,479954,126167,38616,451728,65490,25.06.18
64630,474328,104521,38616,451728,65490,07.07.16
64629,474328,104521,38616,451728,65490,07.07.16
63760,479821,126819,38616,451728,65490,12.07.16
60711,478382,105018,38616,451728,65490,07.07.15
60711,478382,105018,38616,451728,65490,07.07.15
60707,478382,105018,38616,451728,65490,07.07.15
53964,540385,78688,38616,451728,65490,20.07.13
32193,466255,113494,38616,451728,65490,12.07.13
32192,466255,113494,38616,451728,65490,12.07.13
71282,386127,102596,38617,451548,64899,26.06.18
64567,473035,101367,38617,451548,64899,12.07.16
64308,478110,125659,38617,451548,64899,20.07.16
61883,389956,95157,38617,451548,64899,13.07.20
61883,389956,95157,38617,451548,64899,12.07.20
61883,389956,95157,38617,451548,64899,03.08.21
71692,546844,146367,38618,450526,65362,02.07.18
58327,598812,158330,38618,450526,65362,15.07.16
64634,467266,96037,38619,452834,64654,20.07.16
40470,540127,79824,38619,452834,64654,07.07.20
49789,601148,155658,38621,451403,64278,28.06.13
64568,477015,98565,38622,452211,64610,21.07.16
63755,477989,125351,38622,452211,64610,07.07.16
54182,463588,89909,38622,452211,64610,24.07.13
78384,547698,147051,39703,553395,146187,23.07.20
50049,568163,173078,39704,556370,146367,11.04.14
69667,569726,173773,39708,580750,164641,04.05.18
58878,581576,163229,39762,606458,172506,15.04.19
68162,482663,96653,40671,401123,83921,31.08.17
71123,388604,123849,40672,405431,81358,05.07.18
42085,400430,113746,40693,447711,136870,17.04.13
54801,462479,88390,40706,458854,104341,14.08.13
39444,458861,104337,40706,458854,104341,19.07.13
33435,394852,83703,40708,410218,82602,30.03.12
77183,382243,97114,41521,457599,94434,11.06.20
71838,442904,83241,41536,545929,87148,16.08.18
56880,461339,89022,41541,474439,96972,06.11.14
56301,411256,81254,41541,474439,96972,10.05.14
79012,441539,108647,38624,452390,63623,12.07.20
64679,521367,62379,38624,452390,63623,26.07.16
57829,545902,87143,38624,452390,63623,28.07.16
56016,509043,68149,38624,452390,63623,25.07.16
62941,394419,90880,38642,459919,100816,23.05.16
54209,400309,117792,38644,459919,100816,17.07.13
70907,385657,123851,38649,462448,90136,05.07.18
66759,394419,90880,38649,462448,90136,17.05.17
64686,385657,123851,38649,462448,90136,02.08.16
81683,385657,123852,38650,463535,91746,30.07.21
75079,385657,123852,38650,463535,91746,13.07.19
57332,385657,123851,38650,463535,91746,30.06.14
56155,394419,90880,38650,463535,91746,12.05.14
54341,385657,123851,38650,463535,91746,18.07.13
78029,547537,82029,38689,554287,94903,21.07.20
75056,547620,82010,38689,554287,94903,18.07.19
73569,567315,140128,38691,551794,129778,23.05.19
68105,476746,98951,39769,490056,37375,10.08.17
46565,613018,156454,39769,490056,37375,16.05.15
46565,613018,156454,39769,490056,37375,19.05.17
36060,460972,106469,39776,402108,150979,25.04.20
57974,602397,164768,39805,602399,164738,19.05.16
50568,602922,161642,39805,602399,164738,07.05.21
81395,472056,98245,39808,477156,116963,28.07.21
77349,407903,42188,39808,477156,116963,03.06.20
75633,460221,89252,39808,477156,116963,23.08.19
73803,407903,42188,39808,477156,116963,30.05.19
71988,460221,89252,39808,477156,116963,04.08.18
78712,426006,46020,40726,430591,45738,06.08.20
76544,425285,49284,40726,430591,45738,06.08.20
60984,444801,110279,40737,456284,114460,23.07.15
49665,447006,131701,40752,442673,132537,13.08.20
66724,402647,87022,40758,429281,135250,23.07.17
40418,427150,134277,40758,429281,135250,12.05.12
40418,427150,134277,40759,399516,40337,12.05.12
40758,429281,135250,40759,399516,40337,06.05.18
40758,429281,135250,40759,399516,40337,07.05.19
40758,429281,135250,40759,399516,40337,20.04.20
40758,429281,135250,40759,399516,40337,07.05.21
32788,440615,127805,40759,399516,40337,15.05.12
64797,486838,123070,40763,469818,119527,15.07.16
48961,562215,169795,40763,469818,119527,06.04.20
79066,448873,67739,41572,466398,95647,13.08.20
60576,508975,106522,41572,466398,95647,31.10.15
59617,445803,131528,41594,450162,130815,27.05.15
79254,557238,141715,38712,551950,131761,24.09.20
69289,538889,145173,38712,551950,131761,15.08.19
66526,590944,164429,38712,551950,131761,22.05.18
41725,552534,144313,38712,551950,131761,08.06.20
73567,566778,140587,38713,556391,135078,16.05.19
70624,544904,145055,38713,556391,135078,13.08.19
66531,540714,145833,38713,556391,135078,18.08.18
63389,563051,138904,38713,556391,135078,30.05.16
57927,538687,145272,38713,556391,135078,06.08.14
59571,590655,162678,38713,556391,135078,31.05.15
56384,590429,160967,38713,556391,135078,23.05.14
79252,557238,141715,38714,555111,135895,24.09.20
79251,554141,146813,38714,555111,135895,25.09.20
72565,549651,137124,38714,555111,135895,21.09.18
66529,537764,145233,38714,555111,135895,14.08.19
64595,540668,145728,38714,555111,135895,28.07.16
57194,548297,149449,38714,555111,135895,06.08.14
80401,551337,142465,38715,554580,131964,01.06.21
77071,551120,141540,38715,554580,131964,07.05.20
73566,566676,140810,38715,554580,131964,08.06.19
64810,543372,148459,38715,554580,131964,30.07.16
63390,585956,168141,38715,554580,131964,31.05.16
59566,585956,168141,38715,554580,131964,01.06.15
42931,561609,138934,38715,554580,131964,08.06.17
32689,518243,161862,38736,579778,146710,21.04.17
53619,590144,178752,38745,515993,108414,17.04.16
40290,611968,162808,38752,492855,75086,16.04.12
30629,413232,86147,38763,395235,111325,25.04.20
82262,462479,88390,38767,474974,89011,22.08.21
74328,474510,88687,38768,396289,38096,29.02.20
38769,472928,86536,38768,396289,38096,19.04.15
38769,472928,86536,38768,396289,38096,26.04.16
38769,472928,86536,38768,396289,38096,26.04.17
38769,472928,86536,38768,396289,38096,25.04.18
38769,472928,86536,38768,396289,38096,29.04.19
38769,472928,86536,38768,396289,38096,29.04.21
38768,396289,38096,38769,472928,86536,26.05.16
38768,396289,38096,38769,472928,86536,16.05.17
38768,396289,38096,38769,472928,86536,05.06.21
76042,446781,65092,38779,433827,59222,17.09.19
66574,539757,129027,38783,539564,158165,29.03.21
74557,425053,78060,38788,418119,80803,28.08.19
71409,425053,78061,38788,418119,80803,29.08.18
67314,425053,78061,38788,418119,80803,06.09.17
75667,426225,78947,38790,418119,80803,28.08.19
71906,428405,79935,38790,418119,80803,29.08.18
68336,428405,79935,38790,418119,80803,06.09.17
56933,486688,128661,38797,539948,153284,24.06.14
59905,590776,186660,38797,539948,153284,02.06.15
50033,541354,157487,38797,539948,153284,25.05.16
74615,393615,104165,39825,409526,79945,17.07.19
67798,393614,104165,39825,409526,79945,08.07.17
59157,400049,87406,39825,409526,79945,14.05.15
67797,393614,104165,39826,409526,79945,08.07.17
59139,400049,87406,39826,409526,79945,14.05.15
38349,527003,154497,39846,618776,151242,31.07.17
78237,543332,80584,39854,553884,93570,14.07.20
75233,543332,80584,39854,553884,93570,11.07.19
67717,543336,80589,39854,553884,93570,01.07.17
65019,547807,90804,39854,553884,93570,03.08.18
61031,507067,69354,39854,553884,93570,29.07.15
55468,577689,136131,39854,553884,93570,14.04.21
40436,524433,125383,39858,513973,127997,18.04.12
39464,400347,117096,39873,416065,111653,06.04.20
40633,530205,97508,40790,526259,101160,17.06.17
40633,530205,97508,40790,526259,101160,08.06.18
40633,530205,97508,40790,526259,101160,21.06.19
58395,579285,165349,40814,583822,184851,13.04.16
58395,579285,165349,40814,583822,184851,04.05.17
42498,542056,143831,40814,583822,184851,04.05.12
33754,588189,164508,40814,583822,184851,04.05.12
30770,583283,185201,40814,583822,184851,04.05.12
33288,587486,189313,40814,583822,184851,04.05.12
41477,589796,177323,40835,587216,174485,17.06.15
44537,526879,122246,40839,529401,124698,15.08.12
44537,526879,122246,40839,529401,124698,22.07.15
40436,524433,125383,40839,529401,124698,02.04.20
34430,519806,132968,41603,512587,119918,18.04.12
40197,514247,92854,41621,524091,57904,13.04.14
34127,508077,151867,41622,523885,60143,20.04.12
46257,515643,44866,41623,520509,53955,24.04.19
33520,517727,61096,41623,520509,53955,18.04.18
42669,460990,129591,41625,547251,155401,08.05.12
34066,510162,154676,41632,505716,150103,30.04.14
54097,537314,159862,41647,610149,158614,03.09.13
32116,589044,141746,38894,543592,154875,11.06.12
32116,589044,141746,38894,543592,154875,17.06.13
30541,575951,166450,38894,543592,154875,13.06.16
55740,587103,141308,38895,543062,154352,18.06.18
55740,587103,141308,38895,543062,154352,26.06.19
55740,587103,141308,38895,543062,154352,16.06.21
55740,587103,141308,38895,543062,154352,02.06.20
32112,584284,139832,38895,543062,154352,11.06.12
32112,584284,139832,38895,543062,154352,11.06.13
32112,584284,139832,38895,543062,154352,28.05.14
32112,584284,139832,38895,543062,154352,10.06.15
32112,584284,139832,38895,543062,154352,08.06.16
32112,584284,139832,38895,543062,154352,30.05.17
32112,584284,139832,38895,543062,154352,05.06.18
32112,584284,139832,38895,543062,154352,22.06.19
32112,584284,139832,38895,543062,154352,14.06.21
32112,584284,139832,38895,543062,154352,30.05.20
32109,585938,140478,38895,543062,154352,11.06.12
32109,585938,140478,38895,543062,154352,10.06.13
32109,585938,140478,38895,543062,154352,29.05.14
32109,585938,140478,38895,543062,154352,09.06.15
32109,585938,140478,38895,543062,154352,13.06.16
32109,585938,140478,38895,543062,154352,27.05.17
32109,585938,140478,38895,543062,154352,04.06.18
32109,585938,140478,38895,543062,154352,21.06.19
32109,585938,140478,38895,543062,154352,15.06.21
32109,585938,140478,38895,543062,154352,01.06.20
73945,596519,147555,38896,543891,154385,03.07.19
50091,578833,168301,38896,543891,154385,30.05.16
46699,578833,168301,38896,543891,154385,01.06.15
35671,554619,156991,38896,543891,154385,13.06.13
35671,554619,156991,38896,543891,154385,02.06.18
35671,554619,156991,38896,543891,154385,14.06.19
36549,521278,141880,38896,543891,154385,15.06.15
36549,521278,141880,38896,543891,154385,27.06.16
36549,521278,141880,38896,543891,154385,30.06.15
59676,583787,165801,38900,543672,155135,13.06.15
56455,583787,165801,38900,543672,155135,14.06.14
56455,583787,165801,38900,543672,155135,14.06.14
42473,548344,116913,38900,543672,155135,17.06.20
70310,579648,171626,38901,543292,154815,19.05.18
62518,561946,145942,38901,543292,154815,15.06.16
42132,561268,146380,38901,543292,154815,04.06.12
42132,561268,146380,38901,543292,154815,01.06.13
58943,587740,142290,38902,543512,154815,12.06.15
32116,589044,141746,38902,543512,154815,11.06.14
32116,589044,141746,38902,543512,154815,15.05.18
32116,589044,141746,38902,543512,154815,16.06.19
59521,408781,67960,38920,448383,119325,26.05.15
33652,418531,74939,38931,424233,72834,14.06.18
30369,600344,159255,38940,594755,188888,29.03.21
68684,444030,45757,39899,392588,39987,31.03.21
30355,440807,49644,39899,392588,39987,19.03.16
74004,590299,179228,39936,590706,172435,01.06.20
50568,602922,161642,39936,590706,172435,02.05.18
39937,589744,187361,39936,590706,172435,28.04.17
39805,602399,164738,39936,590706,172435,02.05.18
33287,589900,177314,39936,590706,172435,02.05.17
80432,605383,166482,39937,589744,187361,09.07.21
67178,452942,90816,40909,454144,101845,28.06.17
67178,452942,90816,40909,454144,101845,16.08.17
58197,519236,83107,40909,454144,101845,11.09.14
69901,398573,84045,40910,409349,69477,07.05.18
64179,410294,63340,40910,409349,69477,05.07.16
60230,410294,63340,40910,409349,69477,06.07.15
57048,410294,63340,40910,409349,69477,24.07.14
60231,410294,63340,40910,409349,69477,06.07.15
59009,398573,84045,40910,409349,69477,13.05.15
57050,410294,63340,40910,409349,69477,15.07.14
57047,410294,63340,40910,409349,69477,24.07.14
54418,442860,73182,40910,409349,69477,13.08.13
33630,401383,84167,40910,409349,69477,05.05.14
33630,401383,84167,40910,409349,69477,05.05.14
33630,401383,84167,40910,409349,69477,14.05.16
33629,401383,84167,40910,409349,69477,05.05.14
70309,613513,159578,40922,500498,143310,19.05.18
59619,613513,159578,40922,500498,143310,29.05.15
53543,402597,80959,42084,400430,113746,12.06.13
56315,595734,170182,42099,488027,89973,23.05.14
59325,392671,83427,42102,487100,89945,19.05.15
81995,427406,78306,42103,487276,88465,26.08.21
78873,480384,103513,42103,487276,88465,14.07.20
77234,392723,83459,42103,487276,88465,12.05.20
75205,480384,103513,42103,487276,88465,10.07.19
73729,392723,83459,42103,487276,88465,17.05.19
71476,480484,103453,42103,487276,88465,01.07.18
70027,392833,83357,42103,487276,88465,15.05.18
68042,477684,100439,42103,487276,88465,19.07.17
59324,487271,88624,42103,487276,88465,19.05.15
77820,487446,128908,38837,462716,117592,09.07.20
70578,436960,57056,38837,462716,117592,31.05.18
67385,436960,57056,38837,462716,117592,19.07.17
64078,436960,57056,38837,462716,117592,15.06.16
55023,414043,35643,38844,453887,103683,18.06.14
69054,413171,37828,38848,388700,127743,11.06.18
75867,447845,63126,39945,430998,58552,17.09.19
76057,446825,65015,39949,437316,56403,17.09.19
61775,536576,162537,39953,556725,168402,27.07.16
61775,536576,162537,39953,556725,168402,22.08.19
60095,536572,162504,39953,556725,168402,28.07.15
53985,536491,162616,39953,556725,168402,15.08.13
37263,544518,161794,39953,556725,168402,20.07.18
37263,544518,161794,39953,556725,168402,19.07.21
36419,546761,150945,39953,556725,168402,15.07.17
56076,384890,97251,39957,438427,122865,27.07.14
55053,435001,134858,39960,409990,48851,02.12.13
35324,581216,144976,40936,579865,140975,12.04.16
38327,512828,68673,40967,524261,74739,18.04.17
61810,559425,137483,40969,569274,136067,18.04.21
48351,544054,115726,40987,435866,75622,30.03.13
33962,529140,117525,41899,531830,128447,28.03.15
33962,529140,117525,41906,527623,118251,01.04.16
62887,402636,84821,41909,454134,104410,20.05.16
57932,460388,88930,41909,454134,104410,31.07.14
59297,402636,84821,41909,454134,104410,15.05.15
56157,402636,84821,41909,454134,104410,10.05.14
54660,460388,88930,41909,454134,104410,05.08.13
50959,499857,89212,41910,550884,95593,26.04.14
50959,499857,89212,41910,550884,95593,08.05.15
30965,606566,172757,41940,524591,161352,25.04.15
59230,487076,80322,38990,487654,100196,25.03.17
48261,517724,63350,40002,540440,109414,26.03.12
48961,562215,169795,40011,455985,108999,06.04.20
39640,515700,93370,40011,455985,108999,28.03.12
40436,524433,125383,40020,519776,35741,12.04.17
40436,524433,125383,40020,519776,35741,21.04.18
41005,437504,69808,41006,407650,42323,15.03.12
74637,425929,52683,41021,395213,38763,30.07.19
74378,426301,52197,41021,395213,38763,30.07.19
74334,425929,52683,41021,395213,38763,16.08.20
74334,425929,52683,41021,395213,38763,09.08.21
70974,425929,52683,41021,395213,38763,28.07.18
67292,425929,52683,41021,395213,38763,22.07.17
32909,473510,71173,41021,395213,38763,17.04.18
56057,386076,95576,41037,443052,112102,14.05.14
30392,601221,159356,41999,597172,160609,16.04.12
42065,598610,156115,42001,596832,160937,21.04.16
42065,598610,156115,42001,596832,160937,20.04.16
74905,549722,78278,42002,618391,150138,02.08.19
57912,551257,162463,42002,618391,150138,22.07.14
38332,531446,155208,42002,618391,150138,31.07.17
74907,549722,78278,42003,619061,150044,03.08.19
57911,551257,162463,42003,619061,150044,22.07.14
57256,459300,84189,42003,619061,150044,22.07.14
80051,401316,82011,42010,445586,74478,01.05.21
76586,401316,82011,42010,445586,74478,17.05.20
75642,447140,78982,42010,445586,74478,15.08.19
69875,401317,82011,42010,445586,74478,17.05.18
66028,397173,42778,42010,445586,74478,12.04.17
64464,477108,99929,42010,445586,74478,13.07.16
62680,401317,82011,42010,445586,74478,20.05.16
60663,476602,105377,42010,445586,74478,06.07.15
60191,446021,81838,42010,445586,74478,17.08.15
59217,401317,82011,42010,445586,74478,20.05.15
38560,446349,80576,42010,445586,74478,25.07.14
35575,533411,154719,39013,529715,155158,17.05.16
78859,450693,101037,39024,460076,56863,10.07.20
61630,464909,56950,39024,460076,56863,05.08.16
41797,463121,91464,39024,460076,56863,10.07.20
49000,456216,129771,39025,460258,57383,26.07.16
35324,581216,144976,40039,575777,131009,19.04.16
35324,581216,144976,40039,575777,131009,09.04.17
46155,502726,141020,40055,504844,140043,08.04.17
45903,602830,159579,40055,504844,140043,09.04.14
41365,396528,45265,40055,504844,140043,24.05.14
32983,581332,189724,40055,504844,140043,09.04.14
37230,519856,57420,40069,505776,54887,05.06.16
37230,519856,57420,40069,505776,54887,02.08.16
37230,519856,57420,40069,505776,54887,23.05.16
37230,519856,57420,40069,505776,54887,28.05.16
37230,519856,57420,40069,505776,54887,14.05.16
37230,519856,57420,40069,505776,54887,20.06.16
37230,519856,57420,40069,505776,54887,16.07.16
37230,519856,57420,40069,505776,54887,23.05.17
37230,519856,57420,40069,505776,54887,12.05.17
37230,519856,57420,40069,505776,54887,30.06.17
37230,519856,57420,40069,505776,54887,14.06.18
37230,519856,57420,40069,505776,54887,10.05.18
37230,519856,57420,40069,505776,54887,18.05.18
37230,519856,57420,40069,505776,54887,29.05.18
32297,591893,175707,41080,594038,166024,05.04.20
55830,608901,160402,41667,592648,161372,02.05.14
72155,610132,155509,41668,592628,161359,03.10.18
55829,608901,160402,41668,592628,161359,02.05.14
58312,560501,140580,41691,534359,137150,02.06.15
54515,396554,108493,41699,412912,115640,03.07.14
73728,566778,140587,41722,558658,124795,17.05.19
66526,590944,164429,41722,558658,124795,22.05.18
70624,544904,145055,41725,552534,144313,27.07.18
66532,542321,146401,41725,552534,144313,13.08.19
66531,540714,145833,41725,552534,144313,21.07.17
64125,560491,125743,41725,552534,144313,11.07.16
56820,542666,143184,41725,552534,144313,06.08.14
38712,551950,131761,41725,552534,144313,02.08.20
66529,537764,145233,41732,546636,138868,21.07.17
59575,590429,160967,41732,546636,138868,31.05.15
56378,590773,164321,41732,546636,138868,22.05.14
70622,542708,143119,41733,549733,138115,12.08.19
70622,542708,143119,41733,549733,138115,28.07.20
69288,537887,149622,41733,549733,138115,17.08.18
66886,544730,144975,41733,549733,138115,24.07.17
56819,544490,148011,41733,549733,138115,06.08.14
79248,556981,142208,41734,544726,135002,23.09.20
70622,542708,143119,41734,544726,135002,30.07.18
69352,538489,143999,41734,544726,135002,16.08.19
37362,145360,54160,41734,544726,135002,06.08.14
66532,542321,146401,41734,544726,135002,25.07.17
64083,542666,143184,41734,544726,135002,30.07.16
79249,556981,142208,41735,582132,134285,23.09.20
69086,548295,149433,41735,582132,134285,12.08.19
67418,539047,141263,41735,582132,134285,10.08.17
64085,547151,146912,41735,582132,134285,31.07.16
56824,540668,145728,41735,582132,134285,06.08.14
79250,554141,146813,41739,545094,145862,23.09.20
73683,556859,141740,41739,545094,145862,19.05.19
69336,539136,149286,41739,545094,145862,17.08.18
66019,588227,162071,41739,545094,145862,21.05.18
64805,543372,148459,41739,545094,145862,29.07.16
41735,582132,134285,41739,545094,145862,08.05.20
63725,442899,88228,39160,445995,62367,11.07.16
63724,442899,88228,39160,445995,62367,11.07.16
35750,465457,118478,39160,445995,62367,15.07.16
65718,445590,134504,39178,449277,61553,10.08.19
55178,448524,130294,39178,449277,61553,22.07.16
37562,449070,137078,39178,449277,61553,25.07.16
67766,438915,124464,40079,439055,114992,28.04.20
49873,565906,142266,41113,572525,138318,23.04.21
67580,498332,56325,41132,491054,56299,17.08.17
40296,452458,95094,41141,488805,78925,31.03.21
74065,594808,173891,41962,456104,124097,04.06.19
70470,594808,173891,41962,456104,124097,17.05.18
55992,594808,173891,41962,456104,124097,21.05.14
59526,596501,169913,41962,456104,124097,29.05.15
56295,596501,169913,41962,456104,124097,21.05.14
38580,446780,78905,41962,456104,124097,22.08.17
38580,446780,78905,41962,456104,124097,17.08.18
32469,561838,166818,39085,553655,154382,17.04.15
32469,561838,166818,39086,562746,133472,17.04.15
59630,456926,89324,39088,453879,103691,13.08.15
32399,429719,61674,39129,447056,65835,11.07.16
55695,525616,112767,40119,522221,113345,11.03.17
55203,520627,111489,40119,522221,113345,14.03.14
55203,520627,111489,40119,522221,113345,28.09.19
80749,462306,90827,39271,413929,46397,10.06.21
78878,427774,53226,39275,392840,43977,02.04.21
74928,400550,114313,39275,392840,43977,26.07.19
73014,427375,46903,39275,392840,43977,09.04.20
71101,427775,53226,39275,392840,43977,27.09.18
70788,423881,58247,39275,392840,43977,11.09.18
78133,546487,146431,39293,577260,163301,27.07.20
74863,546487,146431,39293,577260,163301,31.07.19
69779,561581,175153,39293,577260,163301,22.05.18
68450,581981,166200,39293,577260,163301,14.09.17
40436,524433,125383,40164,501752,123284,24.03.15
40436,524433,125383,40164,501752,123284,04.04.17
57631,535859,112969,40191,534796,110397,29.05.20
40197,514247,92854,40198,516899,89724,17.04.12
42607,546488,119349,40211,545222,108257,22.04.12
68326,537165,141017,41741,555693,128628,07.09.17
61182,537165,141017,41741,555693,128628,28.08.15
57794,537165,141017,41741,555693,128628,26.08.14
79253,554369,146714,41742,549494,143816,23.09.20
74596,540529,143814,41742,549494,143816,15.08.19
69336,539136,149286,41742,549494,143816,18.08.18
66885,542666,143184,41742,549494,143816,25.07.17
57925,543345,148562,41742,549494,143816,06.08.14
73565,566676,140810,41743,547259,144522,19.05.19
68322,536504,144161,41743,547259,144522,27.07.17
65988,590429,160967,41743,547259,144522,21.05.18
59568,590772,164319,41743,547259,144522,02.06.15
56379,593310,168600,41743,547259,144522,22.05.14
81366,556046,123839,41759,546083,124342,16.07.21
74784,556046,123839,41759,546083,124342,09.07.19
75624,497574,60572,41759,546083,124342,20.08.19
74211,599889,174547,41759,546083,124342,05.06.19
70272,546388,110003,41759,546083,124342,17.05.18
68282,535966,154241,41759,546083,124342,10.07.17
67120,602217,177015,41759,546083,124342,29.05.17
40594,579880,146957,41759,546083,124342,05.04.12
34445,471393,78699,41759,546083,124342,07.05.12
34445,471393,78699,41759,546083,124342,23.05.12
81365,539323,79696,41760,546103,124342,16.07.21
78393,539323,79696,41760,546103,124342,20.07.20
75621,499153,59431,41760,546103,124342,20.08.19
72001,449712,63662,41760,546103,124342,14.08.18
70616,542829,143585,41760,546103,124342,09.07.19
70270,599685,174030,41760,546103,124342,17.05.18
67710,556046,123838,41760,546103,124342,10.07.17
67092,599685,174030,41760,546103,124342,29.05.17
62392,546388,110003,41760,546103,124342,05.06.19
33343,590795,186660,41773,577059,142325,21.08.16
72915,512680,67938,41797,463121,91464,19.04.21
63788,428024,59624,39327,411263,63918,06.06.16
41283,498213,154533,41260,497668,156247,15.04.18
34066,510162,154676,41273,530514,139808,30.04.14
35044,532134,111931,41273,530514,139808,03.06.13
63183,502369,81270,41284,512284,145183,10.04.19
81889,530138,165602,41965,600000,159149,30.08.21
78979,596160,179909,41965,600000,159149,02.09.20
82242,505237,69333,39386,484293,83089,16.09.21
54247,484283,83090,39386,484293,83089,27.09.13
54242,458903,93899,39386,484293,83089,27.09.13
82237,505237,69333,39391,483897,79793,06.09.21
82236,505237,69333,39391,483897,79793,06.09.21
80554,385348,94679,39391,483897,79793,25.05.21
78757,481895,104892,39391,483897,79793,13.07.20
75458,458478,90723,39391,483897,79793,08.08.19
41132,491054,56299,39394,484189,82418,07.04.17
40436,524433,125383,39435,518173,121881,03.04.20
69402,523686,127299,39442,501493,122455,21.04.18
34430,519806,132968,39442,501493,122455,12.04.19
34430,519806,132968,39442,501493,122455,28.04.21
70953,541096,157504,40291,592441,175752,24.07.21
64978,488798,78904,40296,452458,95094,29.08.16
37258,542998,163783,40315,611381,154455,15.07.20
37258,542998,163783,40315,611381,154455,31.07.21
34504,493598,123310,40317,503016,125455,18.04.12
42449,494104,91528,41321,551639,156024,10.05.17
33884,400506,74462,42047,421138,59091,28.04.21
47925,422180,58412,42047,421138,59091,23.04.16
65890,513836,143232,42054,496229,129580,07.05.18
72079,458667,86053,42061,529054,81954,22.10.18
70438,591537,173734,42061,529054,81954,15.05.18
58119,462564,96914,42061,529054,81954,04.11.14
60686,396442,109626,42061,529054,81954,02.11.15
60686,396442,109626,42061,529054,81954,03.11.15
55001,462558,96919,42061,529054,81954,09.10.13
72776,615785,152885,42065,598610,156115,16.05.20
57299,540796,161329,42065,598610,156115,24.06.14
75553,462473,90331,42069,485517,91878,04.11.19
67915,528603,78063,42069,485517,91878,10.07.17
65165,445841,67967,42069,485517,91878,20.11.16
78537,479046,103986,39444,458861,104337,29.07.20
78537,479046,103986,39444,458861,104337,17.07.20
77520,462479,88390,39444,458861,104337,30.07.20
74238,462479,88390,39444,458861,104337,09.08.19
71299,478675,104472,39444,458861,104337,02.07.18
70032,405888,83975,39444,458861,104337,12.05.18
68452,462479,88390,39444,458861,104337,07.09.17
65273,447290,126107,39444,458861,104337,02.09.16
63696,462479,88390,39444,458861,104337,18.07.16
60085,462479,88390,39444,458861,104337,13.08.15
60085,462479,88390,39444,458861,104337,30.09.15
59268,405888,83975,39444,458861,104337,20.05.15
59267,405888,83975,39444,458861,104337,20.05.15
57934,462479,88390,39444,458861,104337,10.08.14
77130,382691,96819,39448,408741,113964,16.05.20
75049,479225,103360,40387,468844,107776,25.08.19
67957,479225,103360,40387,468844,107776,10.07.17
64990,424798,52955,40415,404430,43375,22.07.16
64420,426125,49793,40415,404430,43375,22.07.16
57080,426125,49793,40415,404430,43375,24.07.14
60254,426125,49793,40415,404430,43375,06.08.15
75311,426125,49793,40416,404430,43375,20.07.19
68251,426125,49793,40416,404430,43375,13.07.17
38561,445986,80578,40416,404430,43375,03.08.15
42449,494104,91528,40417,485407,85812,24.05.17
42449,494104,91528,40417,485407,85812,10.05.20
34994,430358,101783,40417,485407,85812,03.04.16
32795,439611,139162,40419,438477,138573,09.05.21
81306,473342,99565,41818,418537,128420,12.07.21
78616,473342,99565,41818,418537,128420,12.07.20
76600,397571,86872,41818,418537,128420,14.05.20
73134,397571,86872,41818,418537,128420,18.05.19
68008,473342,99564,41818,418537,128420,13.07.17
62674,397571,86872,41818,418537,128420,23.05.16
55855,397571,86872,41818,418537,128420,09.05.14
59151,397571,86872,41818,418537,128420,16.05.15
38591,446113,79949,41818,418537,128420,14.08.13
38586,446021,80089,41818,418537,128420,27.07.14
38581,446934,77789,41818,418537,128420,18.08.15
35197,435603,128055,41818,418537,128420,23.07.16
75025,473342,99565,41819,418624,129014,11.07.19
41760,546103,124342,41847,548985,154532,18.04.12
41759,546083,124342,41847,548985,154532,18.04.12
76599,499232,92216,41853,455278,90518,25.05.20
81529,477824,100125,41855,487293,88489,17.07.21
75670,455666,87877,41855,487293,88489,16.08.19
72334,490428,91253,41855,487293,88489,10.09.18
33180,487276,88465,41855,487293,88489,18.08.17
81994,427406,78306,41856,487480,88083,26.08.21
77233,392723,83459,41856,487480,88083,12.05.20
71475,480484,103453,41856,487480,88083,01.07.18
68043,477684,100439,41856,487480,88083,19.07.17
33599,412293,76928,41857,405134,71376,24.04.15
49581,471645,112301,41859,469677,130475,09.05.17
70591,540571,162140,41861,556417,161381,11.08.18
70864,540626,162161,41861,556417,161381,10.08.19
70864,540626,162161,41861,556417,161381,11.08.20
70864,540626,162161,41861,556417,161381,16.08.21
67266,540571,162140,41861,556417,161381,14.08.17
64346,540571,162140,41861,556417,161381,23.08.16
64345,540571,162140,41861,556417,161381,23.08.16
64344,540571,162140,41861,556417,161381,23.08.16
56907,540571,162140,41861,556417,161381,01.08.14
56906,540571,162140,41861,556417,161381,01.08.14
37253,542304,161865,41861,556417,161381,14.08.13
37253,542304,161865,41861,556417,161381,17.08.15
48351,544054,115726,39520,494944,122320,27.03.20
71175,477703,104333,39537,448173,92986,30.06.18
60483,477703,104333,39537,448173,92986,08.07.15
57335,477703,104333,39537,448173,92986,17.07.14
