LOKACIJA_IZH,Y,X,LOKACIJA_DEST,Y_DEST,X_DEST,DATE_MOVE
61030,443407,134546,61416,465642,132949,05.08.15
60275,452388,85484,61418,452942,120298,06.08.15
37166,479530,105337,61419,452942,120298,07.08.15
53947,460157,108696,61420,466882,83037,05.08.15
61166,439121,85792,61426,466027,112296,07.08.15
61167,439121,85792,61427,466027,112296,07.08.15
35803,464987,121584,61429,467244,117251,07.08.15
61303,460480,87813,61430,456703,94271,05.08.15
55335,611991,162811,61432,612268,154795,07.08.15
58767,594172,168084,61434,455664,127490,08.08.15
59107,616418,157755,61436,607987,156216,10.08.15
60242,505866,68004,61439,519441,89626,11.08.15
55922,507854,64142,61440,513174,43203,11.08.15
30963,616960,155132,61449,599731,159262,11.08.15
55071,611133,160016,61450,610130,158566,11.08.15
50041,611202,160055,61451,609430,155982,11.08.15
50041,611202,160055,61452,616100,153325,11.08.15
55071,611133,160016,61453,616100,153325,11.08.15
33255,502512,67988,61454,503328,69436,12.08.15
41661,523075,45212,61455,520748,49706,11.08.15
40038,579656,143120,61457,589453,141554,10.08.15
36292,539447,164065,61458,560805,159735,12.08.15
60273,452833,84700,61459,455713,126648,10.08.15
60934,478206,101381,61462,467179,112536,11.08.15
38579,446808,78774,61463,513295,43234,12.08.15
37166,479530,105337,61464,452942,120298,12.08.15
59230,487076,80322,61468,483831,93642,25.03.17
45869,523079,45165,61470,467528,112593,12.08.15
32499,451469,104863,61479,457208,104528,14.08.15
60385,455930,85689,61482,414043,35643,18.08.15
38580,446780,78905,61483,475234,106495,17.08.15
57806,445676,39478,61484,440833,43465,17.08.15
48209,531952,110689,61493,528804,110163,20.10.15
48209,531952,110689,61493,528804,110163,21.08.15
55591,531043,109867,61494,533585,110958,21.08.15
48743,529322,110494,61494,533585,110958,21.08.15
48118,563112,144428,61496,562054,145968,24.08.16
60165,503839,84145,61500,505504,81460,19.08.15
60090,487032,130489,61502,442597,121479,18.08.15
60726,445764,89924,61503,467179,112536,11.08.15
61040,442866,105931,61510,507899,78382,20.08.15
59700,598857,174301,61514,456263,109950,20.08.15
60295,446256,83604,61515,455991,110059,24.08.15
50881,462586,88395,61518,471097,108488,29.08.15
50881,462586,88395,61519,470627,107221,29.08.15
32947,482578,63829,61520,458918,95824,25.08.15
59462,553539,100464,61521,458918,95824,25.08.15
33875,413217,75549,61523,426421,115506,15.04.20
33875,413217,75549,61523,426421,115506,15.04.20
41668,592628,161359,61526,610058,155465,24.08.15
42070,485548,91877,61528,484949,87846,26.08.15
33160,487114,90021,61532,418221,36179,28.08.15
60853,399169,116967,61536,394088,83243,28.08.15
30369,600344,159255,61538,527222,82634,03.04.16
60183,539784,141253,61540,549271,135644,28.08.15
53739,538820,143125,61541,550320,142894,01.09.15
61318,424600,93925,61544,410284,77426,01.09.15
38574,443487,72718,61545,404823,85224,01.09.15
60314,458479,90722,61553,483225,82407,05.09.15
59628,593851,170210,61554,484283,83090,04.09.15
59629,593851,170210,61555,483896,79802,04.09.15
30369,600344,159255,61559,467990,88084,07.04.17
34913,520323,80845,61561,550676,79166,29.05.18
61057,402396,95115,61566,409786,81865,09.09.15
53576,507717,78303,61568,523283,56554,18.05.19
42163,502512,67988,61568,523283,56554,18.05.19
59752,557201,165266,61589,544193,156145,30.04.19
61170,433045,81824,61599,402098,77640,15.09.15
59906,398463,106748,61600,454563,123438,06.06.15
63910,486532,128719,61603,460236,100716,27.07.16
49955,515120,66452,61612,401947,44149,21.09.15
76744,458415,62719,61630,464909,56950,12.05.20
59828,549620,142847,61634,547217,143387,24.09.15
61418,452942,120298,61640,443313,135688,27.09.15
61419,452942,120298,61641,443313,135688,27.09.15
47505,522129,87942,61642,506194,69805,25.09.15
61642,506194,69805,61643,522119,87965,26.09.15
59129,507565,80522,61644,503839,84145,28.09.15
43067,479819,136546,61658,487699,136382,01.10.15
81282,587957,146802,61663,587988,141348,28.07.21
42227,522104,81402,61665,528941,88969,19.04.16
42227,522104,81402,61665,528941,88969,20.04.16
59651,579925,167850,61670,540361,132712,17.09.15
38327,512828,68673,61674,509600,66028,15.04.19
61416,465642,132949,61678,445587,134500,06.10.15
49874,570872,138097,61680,414612,75563,10.10.15
37143,446985,87444,61682,466238,105507,12.10.15
75327,425413,80516,61693,418608,81799,08.08.19
71724,425413,80516,61693,418608,81799,10.08.18
61590,432238,58046,61698,437387,56329,16.10.15
44893,416581,52020,58915,517005,55028,18.04.15
74807,474439,101056,61712,445235,96943,11.07.19
73709,408740,81440,61712,445235,96943,25.05.19
72011,446761,83850,61712,445235,96943,27.07.18
71456,474439,101056,61712,445235,96943,29.06.18
69975,408740,81440,61712,445235,96943,21.05.18
69974,408740,81440,61712,445235,96943,19.05.18
68104,474439,101056,61712,445235,96943,12.07.17
66487,408740,81440,61712,445235,96943,22.05.17
62779,408740,81440,61712,445235,96943,28.08.16
62779,408740,81440,61712,445235,96943,20.08.16
71782,426125,49798,61713,420668,60131,07.07.18
46499,458052,94845,61716,534019,76901,22.10.15
50125,595076,140817,58920,598490,141267,22.04.15
58947,595902,173434,58953,595902,173434,22.04.15
40415,404430,43375,58981,412040,50055,22.04.15
32692,431157,69396,58949,460962,110157,23.04.15
30978,554552,151297,58929,554543,151459,24.04.15
53359,615719,151863,58978,589781,169114,24.04.15
34077,392697,124890,58955,384431,98093,25.04.15
45611,442604,98048,59043,403270,42403,25.04.15
32217,478226,100980,61722,551499,94875,28.10.15
32218,478226,100980,61723,551499,94875,28.10.15
61503,467179,112536,61724,494224,91815,26.10.15
61462,467179,112536,61725,494209,91830,26.10.15
61242,443156,73957,61726,464060,96276,26.10.15
61241,441982,71098,61727,464060,96276,26.10.15
48873,466807,105537,59046,604439,174180,26.04.15
47435,510791,135979,61728,514374,137944,30.10.15
46636,442748,80156,58971,407753,81957,27.04.15
39553,444701,92162,58977,414301,79509,27.04.15
53522,431407,108592,58995,407326,44678,27.04.15
57631,535859,112969,61730,529404,126257,28.10.15
30653,476422,110763,61732,553133,91943,30.10.15
38753,471571,84816,59048,399216,82709,28.04.15
58992,556723,126508,59019,588355,179730,29.04.15
31733,470622,107221,59063,402730,88395,29.04.15
34049,400961,113656,59083,383608,96785,29.04.15
53354,587175,176900,59108,595529,168573,29.04.15
39613,408659,116466,59085,388422,95314,30.04.15
46153,458145,74565,59119,402306,85258,30.04.15
44471,454533,96380,59124,402383,88501,30.04.15
34763,450604,114476,59161,387754,93549,30.04.15
48579,463056,110670,59068,398625,89181,01.05.15
33200,484145,90436,59128,399894,82729,01.05.15
50239,484765,90837,59135,397070,87374,01.05.15
47794,443361,101730,59165,397573,83762,01.05.15
32523,450154,99352,59177,402866,82185,01.05.15
41544,397365,109882,59070,383129,97464,02.05.15
53583,398858,76101,59120,395069,86989,02.05.15
30138,481719,108400,59122,405945,81683,02.05.15
56010,481610,86029,59136,396983,87262,02.05.15
38870,444690,128605,59146,382611,97175,02.05.15
50621,450353,112170,59203,400629,88110,02.05.15
31747,489649,86816,59218,398639,90815,02.05.15
33176,485548,91877,59242,400903,85298,02.05.15
61493,528804,110163,61740,525832,122388,03.11.15
80561,415050,73437,61743,439152,51143,05.06.21
78993,446824,49442,61743,439152,51143,21.10.20
55733,442695,135608,59109,400230,83425,03.05.15
31586,436864,84606,59127,402096,82294,03.05.15
47954,403327,86150,59142,399324,86715,03.05.15
48437,430847,100593,59153,388507,95744,03.05.15
45547,474396,96930,59193,399647,86339,03.05.15
50206,459397,100220,59209,394307,90921,03.05.15
55581,436740,136440,59221,410014,48876,03.05.15
32681,432160,75160,59237,389464,97339,03.05.15
61740,525832,122388,61744,525832,122388,19.11.15
42010,445586,74478,59217,401317,82011,04.05.15
56519,440751,46205,59225,405035,83445,04.05.15
32683,435224,75856,59238,408580,81508,04.05.15
59278,431116,130746,59281,385966,95130,04.05.15
47717,442052,111258,59296,385359,99578,04.05.15
51011,523049,42091,59305,527559,38917,04.05.15
39275,392840,43977,59341,399445,83428,04.05.15
55905,402888,74873,59346,403832,82417,04.05.15
32809,414323,71558,59350,392362,94950,04.05.15
32811,413888,70331,59352,397328,87893,04.05.15
40571,432175,55369,59369,400336,87460,04.05.15
72398,462849,95919,61746,443287,100034,14.11.18
42082,437502,86242,59073,395604,88241,05.05.15
33160,487114,90021,59152,404581,81605,05.05.15
30715,471957,111008,59189,401842,82496,05.05.15
44505,440218,129321,59291,410014,48876,05.05.15
45941,431716,70344,59304,388964,95673,05.05.15
34850,440982,110752,59312,386076,95576,05.05.15
59001,420656,53333,59334,403764,48469,05.05.15
48643,421433,49378,59339,413749,75524,05.05.15
30346,440152,50111,59349,405035,83445,05.05.15
55426,414572,75666,59362,395528,89432,05.05.15
50131,483221,82391,59390,409540,81718,05.05.15
48277,458052,94845,59393,461224,89202,05.05.15
53574,450307,94597,59395,415874,75530,05.05.15
47585,404924,75804,59409,397668,83603,05.05.15
41927,404924,75804,59412,397668,83603,05.05.15
55521,401622,42991,59418,413390,78121,05.05.15
53552,416040,83225,59183,397467,86651,06.05.15
56997,437714,59891,59338,403954,86418,06.05.15
55886,392514,107526,59371,391343,102184,06.05.15
56494,467326,101507,59408,462618,88632,06.05.15
49306,443323,46361,59416,405035,83445,06.05.15
58985,406049,72395,59424,400542,87932,06.05.15
37326,581619,157124,59315,586413,162829,07.05.15
35179,419760,126135,59374,413677,75791,07.05.15
46003,463034,118923,59404,414298,78520,08.05.15
32400,437627,61582,59472,403764,82491,08.05.15
30649,417437,76357,59475,393580,83304,08.05.15
58857,443651,44220,59485,410811,79465,08.05.15
55786,463379,121316,59534,399647,86339,08.05.15
76436,561950,138801,61752,558028,126511,22.04.21
70173,561233,140517,61752,558028,126511,25.05.18
49509,467935,119303,59447,553422,97129,09.05.15
34791,447035,115187,59481,551460,88105,09.05.15
33586,415615,69550,59488,418998,71311,09.05.15
43310,554067,159412,59491,592743,177447,09.05.15
30381,600408,162733,59502,599338,167428,09.05.15
58933,586627,168511,59513,595674,165624,09.05.15
40472,540183,79872,59538,553754,93627,09.05.15
33167,485592,90353,59554,577896,179508,09.05.15
58199,459227,120942,59560,397826,83604,09.05.15
55938,451307,97146,59317,520589,61674,10.05.15
50033,541354,157487,59368,587965,172581,10.05.15
32193,466255,113494,59398,594222,174321,10.05.15
50909,464362,121892,59415,594762,174318,10.05.15
49747,550212,132534,59450,543342,144977,10.05.15
43312,544696,80518,59465,556094,101035,10.05.15
48619,439215,111329,59497,594565,173968,10.05.15
42758,437998,130852,59540,597038,167015,10.05.15
38714,555111,135895,59565,585956,168141,10.05.15
53403,529764,155654,59479,593745,169394,11.05.15
30685,479113,121090,59552,488618,132768,11.05.15
34502,499612,124131,59572,600266,173120,11.05.15
30636,469386,117571,59592,582000,174403,11.05.15
53411,458052,94845,59594,552893,93987,11.05.15
31533,105983,105983,59627,581890,140385,11.05.15
39391,483897,79793,59629,593851,170210,11.05.15
56494,467326,101507,59632,594162,173383,11.05.15
58927,604426,175059,59549,599669,177725,12.05.15
45829,445009,58396,59578,436395,56627,12.05.15
45828,445009,58396,59582,436395,56627,12.05.15
48513,507740,78412,59605,520254,61296,12.05.15
58930,551967,149568,59621,596398,174244,12.05.15
35803,464987,121584,59642,598648,167756,12.05.15
58846,413239,81459,59655,398788,90924,12.05.15
59332,387050,92937,59687,545695,110225,13.05.15
32033,433248,42980,59691,405035,83445,13.05.15
59212,410065,81699,59713,459158,125118,13.05.15
41594,450162,130815,59617,445803,131528,14.05.15
33630,401383,84167,59680,409338,69493,14.05.15
33424,399342,85794,59694,413647,78413,14.05.15
46565,613018,156454,59697,616932,155845,14.05.15
33474,396440,88125,59699,413647,78413,14.05.15
33423,400214,86522,59704,415037,77069,14.05.15
45493,398301,86849,59707,410674,77419,14.05.15
41759,546083,124342,59522,602217,177015,15.05.15
59302,386990,94238,59595,591987,175345,15.05.15
55835,403326,88115,59672,410967,78566,15.05.15
59186,401109,87217,59745,596953,178702,15.05.15
59545,407514,82799,59758,586502,174611,15.05.15
59110,605776,165757,59775,612372,159899,15.05.15
58491,397393,39036,61756,454220,106325,16.11.15
59338,403954,86418,59710,436577,52961,16.05.15
59346,403832,82417,59735,402998,79626,16.05.15
55979,382244,97115,59749,457910,112124,16.05.15
59080,383608,96785,59762,535540,93098,16.05.15
71004,584809,151805,61766,537967,164100,15.06.18
30379,615856,152326,61766,537967,164100,22.05.17
66954,590262,165974,61768,536804,163125,25.05.17
73047,595493,155513,61774,537682,163310,04.07.21
63472,558690,166840,61775,536576,162537,01.06.16
59752,557201,165266,61775,536576,162537,01.06.16
59752,557201,165266,61775,536576,162537,14.06.19
39953,556725,168402,61775,536576,162537,23.05.17
39953,556725,168402,61775,536576,162537,14.06.19
36419,546761,150945,61775,536576,162537,01.07.18
32393,556707,167458,61775,536576,162537,01.06.16
32393,556707,167458,61775,536576,162537,23.05.17
31408,586822,162129,61776,535920,162739,13.05.17
31406,591668,160058,61776,535920,162739,13.06.18
31406,591668,160058,61776,535920,162739,16.06.20
81491,575910,152984,61778,539577,164308,28.06.21
81098,577464,153973,61778,539577,164308,25.06.21
78442,575910,152984,61778,539577,164308,24.06.20
78403,577464,153973,61778,539577,164308,20.06.20
70981,577581,154165,61778,539577,164308,15.06.18
70979,575910,152984,61778,539577,164308,15.06.18
33407,581866,159688,61778,539577,164308,13.06.19
37326,581619,157124,61778,539577,164308,13.06.19
59084,383129,97464,59728,462720,88021,17.05.15
59280,389887,97767,59760,486500,127754,17.05.15
33379,404702,84225,59701,426021,57811,18.05.15
31533,105983,105983,59809,450540,88254,18.05.15
32058,412464,45019,59829,584377,170265,18.05.15
39327,411263,63918,59719,428024,59624,19.05.15
53651,411920,83787,59791,425070,69589,19.05.15
46035,402306,42835,59808,413197,49399,19.05.15
59176,402866,82185,59834,442340,96690,19.05.15
48077,398897,83243,59741,435887,52988,20.05.15
59311,397027,89279,59794,420050,55380,21.05.15
53289,390217,96123,59863,443498,40896,21.05.15
39275,392840,43977,59971,423881,58247,21.05.15
59421,400542,87932,59974,425956,57499,21.05.15
59420,391165,84792,59977,425956,57499,21.05.15
58779,413413,73645,59979,412485,73796,21.05.15
48680,394965,41947,59985,432180,55369,21.05.15
58596,410014,48876,59819,412091,52003,22.05.15
30720,412253,80394,59951,426225,78947,22.05.15
59520,412902,76601,59954,423523,54718,22.05.15
31547,606411,173000,60037,593510,188299,22.05.15
59646,596826,160941,60048,601447,178479,22.05.15
42923,596782,161039,60050,601447,178479,22.05.15
68480,467346,112820,61786,469843,107583,12.09.17
56258,405254,48752,59980,415620,37623,23.05.15
50684,601191,155964,60012,575966,181695,23.05.15
58963,402355,87027,60032,409990,113960,23.05.15
35392,479260,86819,60021,441583,44398,24.05.15
47099,446414,76147,59986,530290,121097,25.05.15
48601,555442,100302,60029,433549,124626,25.05.15
46313,587604,164962,60036,592295,181046,25.05.15
59618,577122,139329,60052,546425,146905,25.05.15
59999,546388,110003,60063,443399,39899,25.05.15
33722,397077,93062,60038,439624,48408,26.05.15
59778,432180,55369,60041,459158,125118,26.05.15
59331,397016,86442,60059,391322,97233,26.05.15
58978,589781,169114,60061,590776,186660,26.05.15
59901,385186,93948,60042,403228,99767,27.05.15
59183,397467,86651,60091,431184,80918,27.05.15
59681,596546,167918,60096,460491,85713,27.05.15
58914,412205,44339,60104,428632,46358,27.05.15
59497,594565,173968,60129,477634,124739,27.05.15
59350,392362,94950,60131,451333,72066,27.05.15
53435,408858,68825,60079,411781,72864,28.05.15
58919,598490,141267,60102,539491,162164,28.05.15
41909,454134,104410,60135,444590,133732,28.05.15
45503,409000,78763,60176,405510,80944,28.05.15
59757,590613,183739,60155,487849,128736,29.05.15
49955,515120,66452,60159,493730,73036,29.05.15
47717,442052,111258,60180,483494,129018,29.05.15
42010,445586,74478,60191,446021,81838,29.05.15
40416,404430,43375,60193,419478,57066,29.05.15
59364,553757,93817,60196,520849,87986,29.05.15
32000,549862,94516,60201,518168,70064,29.05.15
42900,402997,71150,60099,412949,69628,30.05.15
60035,601119,155626,60138,497090,133150,30.05.15
58342,558518,127407,60183,539784,141253,30.05.15
47029,546837,151500,60203,551967,151872,30.05.15
58449,551499,94875,60207,477989,125351,31.05.15
33919,435486,137687,61800,402400,83027,01.12.15
42449,494104,91528,61802,454563,123438,17.05.19
42449,494104,91528,61802,454563,123438,10.05.20
62774,384716,96458,61804,458080,128000,23.05.16
49169,455044,123146,61804,458080,128000,26.04.16
60153,501915,64770,60242,505866,68004,01.06.15
59501,396498,40434,60256,426125,49793,01.06.15
42931,561609,138934,60262,560491,125743,01.06.15
33694,411753,82130,60181,400225,103151,02.06.15
33420,399416,86969,60190,400883,109371,02.06.15
56974,412048,79219,60226,393614,104165,02.06.15
56357,594222,174321,60235,459139,89990,02.06.15
56357,594222,174321,60244,459139,89990,02.06.15
32056,414621,48418,60259,444438,79925,02.06.15
59198,553924,148133,60265,559104,130653,02.06.15
59877,409591,79901,60271,429851,80589,02.06.15
53642,460619,121288,60274,479634,128112,02.06.15
34016,580152,170283,61809,585255,171100,21.04.20
36295,540822,161365,61809,585255,171100,17.08.16
36295,540822,161365,61809,585255,171100,10.09.18
47461,410544,83973,60109,398149,108187,03.06.15
59908,427967,59309,60230,410294,63340,03.06.15
59909,427967,59309,60232,413333,64686,03.06.15
60061,590776,186660,60239,537925,164104,03.06.15
31680,595057,154740,60260,487667,151516,03.06.15
31406,591668,160058,60300,540512,157966,03.06.15
46009,592820,174831,60310,548335,158716,03.06.15
54239,484476,81637,60313,460221,89252,03.06.15
49485,413941,41137,60293,417029,136361,04.06.15
59862,432660,55474,60312,385422,102810,04.06.15
60050,601447,178479,60325,505866,68004,04.06.15
59463,553733,100772,60372,434625,43781,04.06.15
32393,556707,167458,60376,536572,162504,04.06.15
50223,404453,82990,60221,401016,95778,05.06.15
56962,541361,154575,60291,539604,155536,05.06.15
33682,421252,82419,60343,393998,105542,05.06.15
59463,553733,100772,60374,460184,89037,05.06.15
30050,583516,168919,60390,576223,180592,05.06.15
42300,396636,83585,60392,392788,102166,05.06.15
33441,396309,82142,60395,392788,102166,05.06.15
53423,554599,88953,60407,446231,78258,05.06.15
59577,521065,54717,60416,497212,62818,05.06.15
49793,420773,82992,60440,397442,108937,05.06.15
59167,396329,87200,60443,429590,82032,05.06.15
59172,582953,164453,60299,575910,152984,06.06.15
50095,399627,88218,60307,398318,108725,06.06.15
42449,494104,91528,60387,460221,89252,06.06.15
59791,425070,69589,60405,401413,103266,06.06.15
48671,450177,99354,60421,442055,96425,06.06.15
41739,545094,145862,60437,542247,146348,06.06.15
60118,432180,55369,60451,426225,78947,06.06.15
42906,411176,83167,60453,426225,78947,06.06.15
61216,449894,81492,61812,459290,107372,07.12.15
35507,471334,82812,60382,504199,64681,07.06.15
33758,587272,164419,60402,541878,157862,07.06.15
32308,597809,171410,60380,530138,165601,08.06.15
57004,553733,93486,60412,497212,62818,08.06.15
32328,594225,179600,60422,530138,165601,08.06.15
30595,411853,85873,60447,392402,108035,08.06.15
46544,410704,81260,60456,395090,111245,08.06.15
59245,416748,76202,60458,395090,111245,08.06.15
33708,416743,76202,60461,398744,106468,08.06.15
50658,563465,136934,60473,562768,134008,08.06.15
39854,553884,93570,60490,543613,80725,08.06.15
44663,418142,95448,61816,421141,93893,16.12.15
30650,417437,76357,60285,393724,105847,09.06.15
55647,407335,44622,60466,438856,106249,09.06.15
57797,554099,156836,60472,536353,157067,09.06.15
34020,580972,169936,60320,540645,161660,10.06.15
43800,593313,161475,60398,591119,183096,10.06.15
39537,448173,92986,60483,477703,104333,10.06.15
60487,587698,187033,60528,586885,190286,10.06.15
59168,396341,87231,60539,395631,108146,10.06.15
60003,436731,52577,60548,401024,114505,10.06.15
50625,409790,83468,60557,395280,110575,10.06.15
42407,455188,108788,61818,449468,106679,11.12.15
30629,413232,86147,60541,395628,111611,11.06.15
38128,394677,93622,60544,392763,108865,11.06.15
53260,611984,157137,60597,546747,153210,11.06.15
59673,410958,78543,60619,406057,97613,11.06.15
48311,450719,103079,60623,393249,121134,11.06.15
50430,400615,79113,60626,397582,119065,11.06.15
33696,415107,75110,60629,398638,112241,11.06.15
58563,408239,48311,60523,387643,123326,12.06.15
43019,416528,75438,60532,455060,91338,12.06.15
46589,417148,77867,60604,428478,80381,12.06.15
42149,417621,76872,60606,423995,75139,12.06.15
57143,418602,74436,60609,423995,75139,12.06.15
35820,405576,44564,60613,444995,58622,12.06.15
31355,418285,80953,60617,391113,101705,12.06.15
33604,409810,83312,60630,398792,114757,12.06.15
30760,387794,94032,60638,387958,105813,12.06.15
33426,398731,86928,60535,394787,110637,13.06.15
41818,418537,128420,60578,473342,99564,13.06.15
50095,399627,88218,60627,425782,89251,13.06.15
31932,395420,92705,60636,396558,109481,13.06.15
36607,594511,177595,60639,541305,157449,13.06.15
59542,599870,167316,60653,539169,154211,13.06.15
33453,399314,86623,60656,389715,106418,13.06.15
60277,483455,131288,60660,479790,103774,13.06.15
46829,408638,85308,60676,398618,112874,13.06.15
60017,437808,51820,60678,398318,110868,13.06.15
60021,441583,44398,60685,480966,103075,13.06.15
31410,584424,162957,60689,542883,160063,13.06.15
60449,426225,78947,60695,396686,110269,13.06.15
30705,416480,76376,60697,398744,106468,13.06.15
40293,456167,96860,60709,476999,101139,13.06.15
59500,594565,173968,60714,396929,110259,13.06.15
59512,594565,173968,60717,396929,110259,13.06.15
60075,462720,88021,60538,484318,105962,14.06.15
33177,479579,90393,60600,506151,86332,14.06.15
45083,398022,83531,60634,404765,94716,14.06.15
60191,446021,81838,60663,476602,105377,14.06.15
35802,465454,118481,60691,479565,104254,14.06.15
38847,454366,103613,60701,451939,105307,14.06.15
38137,394988,90113,60496,402794,94997,15.06.15
49660,475865,106924,60590,495252,58378,15.06.15
32681,432160,75160,60642,477015,98565,15.06.15
31955,397180,89322,60682,398852,108976,15.06.15
49211,417593,81158,60702,398618,112874,15.06.15
55819,398040,96603,60742,402701,96607,15.06.15
33277,588703,173989,60759,587773,185501,15.06.15
59309,386076,95576,60761,389859,106667,15.06.15
36310,446110,98332,60766,476244,105329,15.06.15
50464,384356,99870,60779,398536,113054,15.06.15
59737,401847,79385,60786,398791,114767,15.06.15
39553,444701,92162,60794,475355,100165,15.06.15
32754,412421,51881,61820,410014,48876,17.12.15
42449,494104,91528,61824,415552,126067,24.05.17
60554,538954,156301,60555,538954,156301,16.06.15
39888,386605,92990,60698,395481,104792,16.06.15
43019,416528,75438,60712,392158,105497,16.06.15
34842,451878,116999,60723,481566,105426,16.06.15
42405,396712,92038,60736,398618,112874,16.06.15
41818,418537,128420,60745,473342,99564,16.06.15
36072,595331,153684,60747,544892,151201,16.06.15
35556,384383,99646,60753,386102,103195,16.06.15
59787,465656,83596,60756,474653,98352,16.06.15
33382,402523,83802,60768,398726,112470,16.06.15
33449,400269,83930,60770,407019,104877,16.06.15
30709,415543,77241,60781,394724,111217,16.06.15
59794,420050,55380,60783,397372,119152,16.06.15
33497,396593,77992,60799,390846,105347,16.06.15
59674,512322,151884,61831,494309,156691,15.05.16
59674,512322,151884,61831,494309,156691,27.05.16
59674,512322,151884,61831,494309,156691,08.06.16
80444,593605,168435,61832,598193,191836,07.06.21
76850,591075,167510,61832,598193,191836,27.05.20
73460,590544,167559,61832,598193,191836,22.05.19
41668,592628,161359,61832,598193,191836,07.06.16
41668,592628,161359,61832,598193,191836,07.06.16
76059,448341,63906,61833,436251,56190,17.09.19
53609,525937,98931,61834,518425,96209,17.04.21
55478,436609,94698,61835,396018,38333,18.10.17
55478,436609,94698,61835,396018,38333,30.09.16
55478,436609,94698,61835,396018,38333,21.09.18
55478,436609,94698,61835,396018,38333,21.09.18
55478,436609,94698,61835,396018,38333,20.09.19
55478,436609,94698,61835,396018,38333,10.10.20
55478,436609,94698,61835,396018,38333,10.10.20
58800,410303,76369,60721,412026,107651,17.06.15
59760,486500,127754,60758,479622,105353,17.06.15
60059,391322,97233,60805,392158,105497,17.06.15
60180,483494,129018,60892,391935,107509,17.06.15
58957,384961,95996,60895,396554,108493,17.06.15
59335,403764,48469,60900,421715,59642,17.06.15
60203,551967,151872,60860,545540,151400,18.06.15
60172,451333,72066,60918,387664,123507,18.06.15
38803,416346,76590,60916,427118,80910,19.06.15
60444,426225,78947,60917,397547,110501,20.06.15
38750,402874,88456,60941,397150,109580,20.06.15
63104,455189,108790,61848,454275,106356,29.10.19
63104,455189,108790,61849,449515,106643,29.10.19
59989,427373,46903,60848,425480,52641,21.06.15
59201,407151,81849,60932,405634,99776,21.06.15
47033,521744,105716,61851,517051,114765,03.04.16
34816,439818,119566,60935,478958,106077,22.06.15
55247,404782,75830,60969,424942,50479,22.06.15
47925,422180,58412,60972,424688,53870,22.06.15
67819,564512,147530,61858,592323,158347,30.06.17
36621,446277,75620,60942,446002,79114,23.06.15
53383,423256,57919,60993,443927,60824,24.06.15
42875,597180,191885,60980,412007,113336,25.06.15
33446,576842,154033,60974,574365,153299,26.06.15
59819,412091,52003,60997,430799,136062,26.06.15
48991,575733,134811,60987,531079,138662,27.06.15
55922,507854,64142,61016,504327,67675,27.06.15
70932,391889,107139,61862,404659,96146,02.07.18
59915,398590,94448,61027,403039,93281,29.06.15
39854,553884,93570,61031,507067,69354,29.06.15
40163,394906,89253,61036,398110,112291,29.06.15
47435,510791,135979,61029,514374,137944,30.06.15
61034,529303,156692,61050,529303,156692,30.06.15
50357,586904,182557,61054,529303,156692,30.06.15
59983,440947,45432,61057,402396,95115,30.06.15
58853,529767,110860,61874,533540,108209,13.04.16
48209,531952,110689,61874,533540,108209,13.04.16
35044,532134,111931,61874,533540,108209,13.04.16
33344,548986,152511,61042,543696,150435,01.07.15
56988,395479,107987,61059,402357,93140,01.07.15
60262,560491,125743,61066,556224,130314,01.07.15
60225,393614,104165,61070,428634,82532,01.07.15
60921,499542,124296,61126,491017,126377,03.07.15
54453,405888,83975,61084,402641,94928,04.07.15
39334,399755,76310,61109,439972,72939,04.07.15
45791,439525,60538,61116,439308,73987,04.07.15
49141,603154,174704,61119,594795,178840,04.07.15
60129,477634,124739,61127,441315,108252,04.07.15
50033,541354,157487,61106,528548,157959,05.07.15
58593,480290,133276,61878,487699,136382,08.01.16
60233,410294,63340,61132,442860,73182,06.07.15
60662,384040,103506,61138,442045,73410,06.07.15
47907,393945,40774,61144,425380,52226,06.07.15
30608,577865,169459,61181,572980,169788,06.07.15
60633,518537,91201,61121,514203,92860,07.07.15
60552,400455,115339,61142,450266,54942,07.07.15
59061,604426,175059,61157,537376,158634,07.07.15
60783,397372,119152,61170,433045,81824,07.07.15
41741,555693,128628,61182,537165,141017,07.07.15
60727,477483,105457,61166,439121,85792,08.07.15
60471,505733,68719,61174,443156,73957,08.07.15
60702,398618,112874,61183,426225,78947,09.07.15
60786,398791,114767,61187,425637,50391,09.07.15
60863,476244,99927,61216,449894,81492,09.07.15
60620,395280,110575,61215,426225,78947,10.07.15
60600,506151,86332,61210,479568,90402,12.07.15
61224,597876,171726,61236,593161,173622,12.07.15
59978,436887,47310,61232,446824,49442,13.07.15
50482,447630,118941,61242,443156,73957,13.07.15
67776,398031,108482,61883,389956,95157,17.07.17
65168,441306,71442,61883,389956,95157,24.08.16
38617,451548,64899,61883,389956,95157,06.08.18
37132,450052,81665,61883,389956,95157,20.08.19
41899,531830,128447,57504,503074,132479,20.06.14
33962,529140,117525,57504,503074,132479,28.03.15
53576,507717,78303,61251,504171,63912,14.07.15
46801,428557,138608,61898,443206,133314,02.05.16
39401,456687,119142,61898,443206,133314,09.04.16
63350,599395,155708,61901,601552,156142,04.07.16
59796,423021,54162,61257,439346,73057,15.07.15
45371,410625,84571,61264,423799,80294,15.07.15
65036,418902,81223,61909,410228,83958,23.04.21
49331,460385,100210,61911,423112,55756,06.05.21
48509,566227,156160,61250,563979,151453,18.07.15
