STOJISCE_LOKACIJA,Y,X,DAT_ZACETEK,DAT_PRENEHANJE
43760,447441,66186,20.12.07
43761,447331,66175,20.12.07
43762,447284,66095,20.12.07
43138,426026,89050,03.10.07
43139,420158,94162,03.10.07
43140,418213,94127,03.10.07
43141,417719,93877,03.10.07
43142,417615,94158,03.10.07
43143,428724,87563,03.10.07
43144,429035,86205,03.10.07
43145,428133,86544,03.10.07
43146,424120,91299,03.10.07
43147,427041,83753,03.10.07
43148,426513,83665,03.10.07
43149,540843,160630,03.10.07
43150,537387,158608,03.10.07
43151,1600028,539972,03.10.07
43152,539672,158181,03.10.07,28.04.17
43153,539677,158186,03.10.07,28.04.17
43154,541260,160744,03.10.07,04.03.11
43155,541254,160765,03.10.07,04.03.11
43156,538842,158096,03.10.07
43157,537908,164136,03.10.07,17.11.15
43158,537293,161635,03.10.07
43159,535932,163255,03.10.07
43160,537232,163535,03.10.07,17.11.15
43161,536150,160669,03.10.07
43162,533240,166819,03.10.07,28.04.17
43163,533296,166733,03.10.07,28.04.17
43164,533263,160881,03.10.07,28.04.17
43165,533262,160880,03.10.07,28.04.17
43166,537151,163489,03.10.07,17.11.15
43167,440237,123433,03.10.07
43168,439783,125241,03.10.07
43169,436340,126793,03.10.07
43170,477889,105305,04.10.07
43171,478640,105274,04.10.07
43172,477204,105175,04.10.07
43173,477190,105156,04.10.07
43763,447190,66244,20.12.07
43764,447247,66292,20.12.07
43765,447284,66409,20.12.07
43766,447278,66466,20.12.07
43767,447309,66444,20.12.07
43768,447906,66473,20.12.07
43769,447686,66557,20.12.07
43770,447579,66736,20.12.07
43771,447711,66858,20.12.07
43772,447813,66998,20.12.07
43773,447871,67131,20.12.07
43774,447262,66782,20.12.07
43775,447337,66859,20.12.07
43776,447434,66903,20.12.07
43777,447543,67108,20.12.07
43778,447493,67188,20.12.07
43779,447411,67188,20.12.07
43780,447625,67376,20.12.07
43781,446643,67319,20.12.07
43782,447260,67105,20.12.07
43783,446976,66997,20.12.07
43784,446783,67179,20.12.07
43785,446743,67171,20.12.07
43786,446621,67304,20.12.07
43787,446463,67315,20.12.07
43788,446273,67215,20.12.07
43789,446348,67108,20.12.07
43790,451163,63610,20.12.07
43791,452243,62848,20.12.07
43792,448940,60983,20.12.07
43802,440288,71476,28.12.07
43803,440452,71700,28.12.07
43804,432531,81677,28.12.07
43805,432597,81767,28.12.07
43806,433042,81794,28.12.07
43807,433353,81951,28.12.07
43808,433146,81768,28.12.07
43809,433785,82226,28.12.07
43810,434081,82325,28.12.07
43811,434143,82248,28.12.07
43812,434420,82373,28.12.07
43813,434796,82716,28.12.07
43814,434718,81810,28.12.07
43815,434736,81777,28.12.07
43816,434606,83912,28.12.07
43817,434359,83764,28.12.07
43285,442597,72825,04.10.07
43284,443861,71719,04.10.07
43283,444495,71599,04.10.07
43177,444055,71004,04.10.07
43178,443472,71347,04.10.07
43179,445328,72686,04.10.07
43180,444805,74666,04.10.07
43181,443048,72116,04.10.07
43272,496238,116436,17.10.07,04.03.11
43273,496802,116603,17.10.07,04.03.11
43274,543005,156888,17.10.07
43286,543397,155033,17.10.07,31.05.18
43275,456632,89755,19.10.07
43276,457876,82428,19.10.07
43277,457843,82443,19.10.07
43278,457321,83139,19.10.07
43279,455923,87776,19.10.07
43280,479268,101773,19.10.07
43281,472005,99281,19.10.07
43282,480235,102283,19.10.07
43267,478107,102643,19.10.07
43268,479154,101702,19.10.07
43269,478683,101373,19.10.07
43217,477441,102123,19.10.07
43270,477191,102575,19.10.07
43215,476688,103220,19.10.07
48900,516119,65207,13.06.11
48901,516781,65218,13.06.11
48902,517932,65659,13.06.11
48903,519736,66485,13.06.11
48904,520319,67334,13.06.11
48905,521086,67931,13.06.11
48906,521644,67867,13.06.11
48907,512614,61862,13.06.11
48908,510098,70010,13.06.11
48909,513892,69505,13.06.11
48910,515320,73482,13.06.11
48911,514152,74448,13.06.11
48912,516442,71766,13.06.11
48917,520353,111294,14.06.11
49437,422774,137537,02.09.11
49438,423136,137190,02.09.11
49439,423080,136527,02.09.11
49440,423835,137706,02.09.11
49441,424013,138136,02.09.11
49442,424622,136272,02.09.11
49443,425219,139796,02.09.11
49444,425738,137020,02.09.11
49445,425585,132245,02.09.11
49446,427560,139769,02.09.11
37360,540879,149556,15.03.05,27.02.18
37361,537951,150285,15.03.05,27.02.18
37362,145360,54160,15.03.05,27.02.18
37363,538889,145173,15.03.05,27.02.18
37364,537791,145285,15.03.05,27.02.18
37365,536516,146859,15.03.05,27.02.18
37366,535427,146324,15.03.05,27.02.18
37367,536569,144111,15.03.05,27.02.18
37368,538791,143125,15.03.05,27.02.18
37369,530331,144585,15.03.05,27.02.18
37370,542065,147162,15.03.05,27.02.18
37371,532091,143825,15.03.05,27.02.18
37372,535231,143925,15.03.05,27.02.18
37373,533771,143745,15.03.05,27.02.18
37374,527631,149035,15.03.05,27.02.18
37375,526781,147335,15.03.05,27.02.18
37376,532351,145045,15.03.05,27.02.18
37377,144280,5339870,15.03.05,27.02.18
37378,532751,147285,15.03.05,27.02.18
37379,533731,148185,15.03.05,27.02.18
37380,535271,145025,15.03.05,27.02.18
37381,538071,147085,15.03.05,27.02.18
37382,537171,146085,15.03.05,27.02.18
37383,538951,146945,15.03.05,27.02.18
37384,536891,149125,15.03.05,27.02.18
37385,536111,148785,15.03.05,27.02.18
37386,537291,147985,15.03.05,27.02.18
37387,537451,148765,15.03.05,27.02.18
37388,536871,149845,15.03.05,27.02.18
37389,539031,149725,15.03.05,27.02.18
37390,539111,149305,15.03.05,27.02.18
37391,539871,148725,15.03.05,27.02.18
37392,539511,148205,15.03.05,27.02.18
37393,541611,147605,15.03.05,27.02.18
37394,533901,145235,15.03.05,27.02.18
37395,534011,145435,15.03.05,27.02.18
37396,533631,147005,15.03.05,27.02.18
37397,531431,145665,15.03.05,27.02.18
37398,530731,145505,15.03.05,27.02.18
37399,530351,145985,15.03.05,27.02.18
37400,529501,147335,15.03.05,27.02.18
37401,530131,148265,15.03.05,27.02.18
37402,531231,148565,15.03.05,27.02.18
37403,532211,147945,15.03.05,27.02.18
37499,409533,78264,15.03.05
37511,413764,75466,15.03.05
37513,414443,75457,15.03.05
37518,395868,75550,15.03.05
37520,394809,75477,15.03.05
34984,463242,66471,03.03.05
34985,462048,77432,03.03.05
36179,429931,84391,11.03.05
36180,430699,84177,11.03.05
36181,431156,82614,11.03.05
36182,431696,83404,11.03.05
36183,431490,84356,11.03.05
36184,431018,83939,11.03.05
36185,431307,84538,11.03.05
36186,430504,85535,11.03.05
36187,430428,84711,11.03.05
36188,428446,89010,11.03.05
36189,428519,88202,11.03.05
36190,428337,88181,11.03.05
36191,398009,83181,11.03.05,17.06.15
36206,406774,82005,11.03.05
36229,397366,87903,11.03.05
36230,397873,87347,11.03.05
36231,394392,86323,11.03.05
36232,556040,123804,11.03.05
36233,564063,149074,11.03.05
35018,461915,77497,04.03.05
35019,460662,76060,04.03.05
35052,476716,126869,04.03.05
35053,476123,125355,04.03.05
35054,475834,124618,04.03.05
35055,475236,124447,04.03.05
35056,490076,119940,04.03.05
35057,456065,93346,04.03.05
35058,453574,86468,04.03.05
