STOJISCE_LOKACIJA,Y,X,DAT_ZACETEK,DAT_PRENEHANJE
38614,450155,68448,21.03.05
38615,450426,66604,21.03.05
38616,451728,65490,21.03.05
38617,451548,64899,21.03.05
38618,450526,65362,21.03.05
38619,452834,64654,21.03.05
38620,452939,63795,21.03.05
38621,451403,64278,21.03.05
38622,452211,64610,21.03.05
38623,453076,63184,21.03.05
38624,452390,63623,21.03.05
40785,517976,63073,18.08.05
40786,521224,61690,18.08.05,28.04.15
40787,521193,62366,18.08.05
40788,520270,60639,18.08.05,28.04.15
40789,521232,55742,18.08.05,28.04.15
40790,526259,101160,18.08.05
40791,527871,102249,18.08.05
40792,520796,99456,18.08.05
40793,522350,94899,18.08.05
40794,410450,49281,18.08.05
40795,409755,49409,18.08.05
40796,409659,49627,18.08.05
40801,401946,112423,19.08.05,17.05.18
40802,401355,111924,19.08.05,17.05.18
40807,445748,80736,19.08.05,17.05.18
40817,442629,112610,19.08.05
40818,441782,116225,19.08.05
40819,443477,109840,19.08.05
38894,543592,154875,29.03.05
38895,543062,154352,29.03.05
38896,543891,154385,29.03.05
38897,544911,153905,29.03.05
38898,544414,153438,29.03.05,31.05.18
38899,542765,152959,29.03.05,31.05.18
38900,543672,155135,29.03.05
38901,543292,154815,29.03.05
38902,543512,154815,29.03.05
39020,459128,54916,31.03.05
39021,459868,53756,31.03.05
39022,459208,53666,31.03.05
39023,459378,57804,31.03.05
39024,460076,56863,31.03.05
39025,460258,57383,31.03.05
39026,462982,54013,31.03.05
39027,461921,53161,31.03.05
39028,461495,54617,31.03.05
39029,466178,58466,31.03.05
39030,456488,57856,31.03.05
39031,464227,55641,31.03.05
39032,463999,53793,31.03.05
39153,445916,64191,04.04.05
39154,445912,64174,04.04.05
39155,445928,63731,04.04.05
39156,445505,62736,04.04.05
39157,444960,63576,04.04.05
39158,445049,63688,04.04.05
39159,445889,62154,04.04.05
39160,445995,62367,04.04.05
39161,445982,61516,04.04.05
39162,447382,62652,04.04.05
39164,447699,64302,04.04.05
39165,447676,63679,04.04.05
39166,447888,63884,04.04.05
39167,446901,61927,04.04.05
39168,447262,61507,04.04.05
39170,446646,61565,04.04.05
39171,448049,62251,04.04.05
39173,448328,62006,04.04.05
39174,449418,61984,04.04.05
39175,449495,61955,04.04.05
39176,449555,62008,04.04.05
39177,448001,61504,04.04.05
39178,449277,61553,04.04.05
39179,450239,61839,04.04.05
39180,447872,60990,04.04.05
39181,447194,60621,04.04.05
39185,446998,60487,04.04.05
39186,447177,60110,04.04.05
39187,447488,59936,04.04.05
39202,438511,56966,04.04.05
39203,439335,57154,04.04.05
39206,440759,64628,04.04.05
39207,447433,59464,04.04.05
39208,447105,60594,04.04.05
39209,446993,60593,04.04.05
39210,444270,61874,04.04.05
39211,445400,61595,04.04.05
39212,445657,61540,04.04.05
39213,445239,64336,04.04.05
39214,438452,56978,04.04.05
39215,434686,62146,04.04.05
39216,445083,62560,04.04.05
39217,446305,60805,04.04.05
39218,436192,60548,04.04.05
39219,434479,61145,04.04.05
39220,435357,60204,04.04.05
39221,435299,60031,04.04.05
39222,449823,61932,04.04.05
39223,445234,61646,04.04.05
39224,441847,64725,04.04.05
39225,442246,65220,04.04.05
39226,444088,66328,04.04.05
39227,444051,66330,04.04.05
39228,444084,66354,04.04.05
39229,444028,66927,04.04.05
39231,444491,66764,04.04.05
39232,444807,66759,04.04.05
39233,445274,66580,04.04.05
39234,444503,63118,04.04.05
39235,443804,62293,04.04.05
39236,444240,61705,04.04.05
39237,450200,61752,04.04.05
39238,450197,61916,04.04.05
39239,444542,61886,04.04.05
39240,445072,61563,04.04.05
39241,445099,61617,04.04.05
39242,434229,61661,04.04.05
39127,446897,65870,04.04.05
39128,446999,65797,04.04.05
39129,447056,65835,04.04.05
39131,447233,65694,04.04.05
39132,446971,65732,04.04.05
39134,447757,64704,04.04.05
39135,447690,65005,04.04.05
39136,446832,65052,04.04.05
39137,446788,65095,04.04.05
39138,446670,65230,04.04.05
39139,446624,65214,04.04.05
39140,446366,65933,04.04.05
39141,445771,64778,04.04.05
39142,446824,64968,04.04.05
39143,447040,64808,04.04.05
39144,447069,64796,04.04.05
39145,447058,64779,04.04.05
39146,447193,64700,04.04.05
39147,447388,64706,04.04.05
39148,446173,64885,04.04.05
39149,445835,64740,04.04.05
39150,445540,64640,04.04.05
39151,445150,64289,04.04.05
39152,445865,64178,04.04.05
39243,446006,65199,04.04.05
39244,445985,64862,04.04.05
39245,446986,64809,04.04.05
39246,447399,64731,04.04.05
39247,447760,64801,04.04.05
39248,446871,65496,04.04.05
39249,447985,64905,04.04.05
39250,447992,64847,04.04.05
38471,435931,70108,17.03.05
38472,438814,74454,17.03.05
38475,431022,78222,17.03.05
38477,438036,74357,17.03.05
38478,437967,74028,17.03.05
38479,438636,73388,17.03.05
38480,438765,73122,17.03.05
38481,438932,72825,17.03.05
38483,438143,72222,17.03.05
38484,437952,72445,17.03.05
38486,440284,73841,17.03.05
38487,440539,78221,17.03.05
38488,440445,78413,17.03.05
38489,440152,78262,17.03.05
38491,439206,78274,17.03.05
38493,438271,78331,17.03.05
38494,439108,78744,17.03.05
38496,440715,76593,17.03.05
38499,435511,72983,17.03.05
38500,455862,56688,17.03.05
38501,456648,54993,17.03.05
38502,456606,54660,17.03.05
38503,456874,54629,17.03.05
38504,456993,55159,17.03.05
38505,456838,56138,17.03.05
38506,457180,53935,17.03.05
38507,456139,56126,17.03.05
38508,455158,53346,17.03.05
38509,456501,53957,17.03.05
38510,455809,53651,17.03.05
38511,456082,53224,17.03.05
38512,458130,21880,17.03.05
38513,459830,52348,17.03.05
38514,458271,53908,17.03.05
38515,461050,52485,17.03.05
38516,458871,54684,17.03.05
38517,457973,55622,17.03.05
38518,457696,56160,17.03.05
38519,457490,58021,17.03.05
38520,458454,57096,17.03.05
38521,458851,57642,17.03.05
38522,458888,56106,17.03.05
43227,522240,55081,23.10.07,28.04.15
43228,523237,55967,23.10.07
43229,521729,54647,23.10.07
43230,520687,49455,23.10.07
43231,520444,49306,23.10.07
43232,520322,49404,23.10.07
43233,522432,48950,23.10.07,28.04.15
43234,524102,61973,23.10.07,10.09.15
43235,521341,61927,23.10.07,10.09.15
43236,521840,61418,23.10.07,10.09.15
43237,521679,61272,23.10.07,28.04.15
43238,521836,61384,23.10.07,10.09.15
43239,521338,61927,23.10.07,10.09.15
43240,518976,62386,23.10.07,10.09.15
43241,517960,63156,23.10.07,28.04.15
43242,518804,62958,23.10.07,28.04.15
43243,519086,63137,23.10.07,10.09.15
43244,517684,63938,23.10.07,14.01.10
43245,517706,63857,23.10.07,28.04.15
43246,517884,63955,23.10.07,28.04.15
43247,517918,63117,23.10.07,28.04.15
43248,518050,52657,23.10.07,28.04.15
43249,518590,63009,23.10.07,10.09.15
43250,518527,63114,23.10.07,10.09.15
42971,551714,516120,09.07.07
43326,384912,98870,13.12.07
43328,400966,86442,13.12.07
43329,401104,86478,13.12.07
43347,401895,86967,14.12.07
43349,402394,87013,14.12.07
43351,402183,86901,14.12.07,12.02.18
43353,402029,86865,14.12.07,12.02.18
43354,402059,86282,14.12.07,12.02.18
43356,401140,90530,14.12.07,12.02.18
43357,398692,89041,14.12.07
43358,399024,89275,14.12.07
43359,399183,89557,14.12.07,12.02.18
43360,400465,91453,14.12.07
43361,398665,90989,14.12.07,12.02.18
43362,398577,88934,14.12.07
43363,398453,90544,14.12.07
43365,398147,90264,14.12.07,11.12.17
43382,400715,88105,14.12.07,12.02.18
43383,400835,88180,14.12.07
43384,402619,87349,14.12.07
43385,397747,89532,14.12.07
43386,397784,89739,14.12.07
43387,396798,89581,14.12.07
43388,396543,88963,14.12.07
43389,395663,89544,14.12.07
43391,395621,89581,14.12.07
43392,395556,89436,14.12.07
43393,395814,89455,14.12.07
43394,395664,89396,14.12.07
43395,404593,95281,14.12.07
43396,404587,95173,14.12.07
43397,404709,94677,14.12.07
43398,405017,94943,14.12.07
43401,404661,96247,14.12.07
43403,404788,95766,14.12.07
43405,405215,95879,14.12.07
43406,405407,96050,14.12.07
43407,407297,92257,14.12.07
43408,407215,92060,14.12.07
43409,402947,95196,14.12.07
43410,402903,95486,14.12.07
43411,402995,95812,14.12.07
43412,402653,96660,14.12.07,11.12.17
43413,408958,94178,14.12.07
43414,408856,94005,14.12.07
43415,407129,96428,14.12.07
43416,403207,96309,14.12.07
43417,403385,96169,14.12.07
43418,405749,90250,14.12.07
43419,405855,90430,14.12.07
43420,406171,89640,14.12.07
43421,406215,89595,14.12.07
43422,406039,89777,14.12.07
43423,396769,110074,14.12.07
43424,391368,106656,14.12.07
43425,391359,106444,14.12.07
43426,388297,105888,14.12.07
43427,387955,105798,14.12.07
43428,400934,113481,14.12.07,17.05.18
43429,400774,113827,14.12.07,17.05.18
43430,399612,114325,14.12.07,17.05.18
43431,398345,115085,14.12.07,17.05.18
43432,400675,114894,14.12.07,17.05.18
43433,400627,114918,14.12.07,17.05.18
43434,392815,120746,14.12.07,17.05.18
43435,391454,120860,14.12.07,17.05.18
43436,391692,120123,14.12.07,17.05.18
43437,393699,119842,14.12.07,17.05.18
43438,393011,121671,14.12.07,17.05.18
43439,403808,113437,14.12.07,17.05.18
43440,403723,113011,14.12.07,17.05.18
43441,407302,110216,14.12.07,17.05.18
43442,408737,107650,14.12.07,17.05.18
43443,401575,116239,14.12.07,17.05.18
43447,401683,116194,17.12.07,17.05.18
43448,402334,115751,17.12.07,17.05.18
43449,396963,119938,17.12.07
43450,397730,119592,17.12.07,17.05.18
43451,398693,118741,17.12.07,17.05.18
43452,402701,117632,17.12.07,17.05.18
43453,400879,120076,17.12.07,17.05.18
43454,401787,120632,17.12.07,17.05.18
43455,401293,121940,17.12.07,17.05.18
43456,395785,119240,17.12.07,17.05.18
43457,412088,109085,17.12.07,17.05.18
43458,411967,108560,17.12.07,17.05.18
43459,410347,111844,17.12.07,17.05.18
43460,408660,111536,17.12.07,17.05.18
43461,411772,105317,17.12.07,18.05.18
43462,414085,113472,17.12.07,18.05.18
43463,413370,113569,17.12.07,18.05.18
43464,381011,126792,17.12.07,18.05.18
43465,381937,122828,17.12.07,18.05.18
43466,385671,123804,17.12.07,18.05.18
43467,394742,121678,17.12.07,18.05.18
43468,391735,125231,17.12.07,18.05.18
43469,390378,118276,17.12.07,18.05.18
43470,389761,118284,17.12.07,18.05.18
43471,393027,117838,17.12.07,18.05.18
43472,392854,118514,17.12.07,18.05.18
43473,387686,123484,17.12.07,18.05.18
43474,389067,122260,17.12.07,18.05.18
43475,377720,124966,17.12.07,18.05.18
43476,377802,124924,17.12.07,18.05.18
43477,378702,125835,17.12.07,18.05.18
43478,388514,123369,17.12.07,18.05.18
43479,385660,123799,17.12.07,18.05.18
43480,385864,124004,17.12.07,18.05.18
43481,390071,117556,17.12.07,18.05.18
43482,400722,110430,17.12.07,18.05.18
43483,476688,103220,17.12.07
43484,487931,122663,17.12.07
43485,488075,122488,17.12.07
43486,486675,122854,17.12.07
43487,486913,122838,17.12.07
43488,487711,122708,17.12.07
43489,439648,81672,17.12.07
43490,437480,82567,17.12.07
43491,438835,83232,17.12.07
43492,440460,83459,17.12.07
43493,441498,83200,17.12.07
43494,441825,83493,17.12.07
43495,442611,84471,17.12.07
43496,442058,84737,17.12.07
43497,443132,85255,17.12.07
43498,442825,85603,17.12.07
43499,442270,85803,17.12.07
43500,442759,85948,17.12.07
43504,443133,86306,18.12.07
43505,441720,87436,18.12.07
43506,442475,87507,18.12.07
43507,441753,87929,18.12.07
43508,439148,92169,18.12.07
43509,436155,98666,18.12.07
43510,435439,97501,18.12.07
43511,435489,95875,18.12.07
43512,431622,93464,18.12.07
43513,432696,91872,18.12.07
43514,432357,91335,18.12.07
43515,433003,90720,18.12.07
43516,435895,87217,18.12.07
43517,431341,88938,18.12.07
43518,431317,89101,18.12.07
43519,431934,86389,18.12.07
43520,431279,85693,18.12.07
43521,433039,85780,18.12.07
43522,435269,85794,18.12.07
43523,432849,84420,18.12.07
43524,432316,84266,18.12.07
43525,463149,86324,18.12.07
43526,462365,86215,18.12.07
43527,462117,87323,18.12.07
43528,459766,92348,18.12.07
43529,457546,93158,18.12.07
43530,458547,89533,18.12.07
43531,460531,89193,18.12.07
43532,462683,90655,18.12.07
43533,462544,90431,18.12.07
43534,462261,90078,18.12.07
43535,460095,87375,18.12.07
43536,460530,90493,18.12.07
43537,462504,88551,18.12.07
43538,462452,88519,18.12.07
43540,454365,86456,18.12.07
43541,454241,87402,18.12.07
43542,453509,86431,18.12.07
43543,450291,82437,18.12.07
43544,450298,82429,18.12.07
43545,446603,86006,18.12.07
43546,446994,86065,18.12.07
43547,446833,85497,18.12.07
43548,445388,84854,18.12.07
43549,447821,84627,18.12.07
43550,446613,83923,18.12.07
43551,448518,83465,18.12.07
43552,448932,83028,18.12.07
43554,450794,82424,18.12.07
43555,450919,82380,18.12.07
43556,450298,82229,18.12.07
43557,446046,84012,18.12.07
43558,448182,83399,18.12.07
43559,445157,85323,18.12.07
43560,446847,87025,18.12.07
43561,445778,87019,18.12.07
43562,445712,86374,18.12.07
43563,445914,85634,18.12.07
43564,447258,88775,18.12.07
43565,446572,89622,18.12.07
43566,446147,88222,18.12.07
43567,444491,88152,18.12.07
43568,444966,87364,18.12.07
43569,446734,88511,18.12.07
43570,446985,87444,18.12.07
43571,445101,87024,18.12.07
43572,443968,89076,18.12.07
43573,443289,87252,18.12.07
43574,443464,88472,18.12.07
43575,442446,88314,18.12.07
43576,442135,90247,18.12.07
43577,441684,89730,18.12.07
43578,474855,87675,18.12.07
43579,459259,79548,18.12.07
43580,449473,68625,18.12.07
43581,447369,70855,18.12.07
43582,448975,55402,18.12.07
43583,449859,53990,18.12.07
43584,447500,55984,19.12.07
43585,446253,56689,19.12.07
43586,450027,57682,19.12.07
43587,446863,49697,19.12.07
43588,447116,49337,19.12.07
43589,447453,49091,19.12.07
43590,447306,48468,19.12.07
43591,448627,47721,19.12.07
43592,447546,47481,19.12.07
43593,447854,47262,19.12.07
43594,452457,56386,19.12.07
43595,454346,56084,19.12.07
43596,455477,56374,19.12.07
43597,450312,54923,19.12.07
43598,450569,54827,19.12.07
43599,450621,54733,19.12.07
43600,450964,54599,19.12.07
43601,451002,54580,19.12.07
43602,451142,54880,19.12.07
43603,450391,54920,19.12.07
43604,450447,54906,19.12.07
43605,447073,65851,19.12.07
43607,447440,62482,19.12.07
43608,447682,62299,19.12.07
43609,447652,64177,19.12.07
43610,447792,63159,19.12.07
43611,446679,61679,19.12.07
43612,448169,62065,19.12.07
43613,446243,65816,19.12.07
43614,446119,65496,19.12.07
43615,451351,62053,19.12.07
43616,452532,59805,19.12.07
43617,452426,60566,19.12.07
43618,452004,60613,19.12.07
43619,451419,61724,19.12.07
43620,451333,61727,19.12.07
43621,451912,60713,19.12.07
43622,451582,61436,19.12.07
43623,451888,60654,19.12.07
43624,451774,60786,19.12.07
43625,451686,61178,19.12.07
43626,452533,59252,19.12.07
43627,453198,58542,19.12.07
43628,453988,57507,19.12.07
43629,454363,57622,19.12.07
43630,454745,57673,19.12.07
43631,454942,57367,19.12.07
43632,454643,56973,19.12.07
43633,454362,56131,19.12.07
43634,455557,56471,19.12.07
43635,455723,57329,19.12.07
43636,455968,57966,19.12.07
43637,455944,58132,19.12.07
43638,452990,58061,19.12.07
43639,452765,57646,19.12.07
43640,452528,57341,19.12.07
43641,452700,57159,19.12.07
43642,452472,56419,19.12.07
43643,452162,56385,19.12.07
43644,452079,56410,19.12.07
43645,451673,56314,19.12.07
43646,453408,58376,19.12.07
43647,453556,58616,19.12.07
43648,452627,59223,19.12.07
43649,453882,59009,19.12.07
43650,452429,58149,19.12.07
43651,451347,59063,19.12.07
43652,451139,59123,19.12.07
43653,450786,59748,19.12.07
43654,450661,60739,19.12.07
43655,450912,61345,19.12.07
43656,447624,60531,19.12.07
43657,447782,60581,19.12.07
43658,447915,60533,19.12.07
43659,439413,57103,19.12.07
43660,439441,57101,19.12.07
43661,448085,62951,19.12.07
43662,447931,63062,19.12.07
43663,447707,62892,19.12.07
43664,447721,62887,19.12.07
43665,448683,62973,19.12.07
43666,448394,63040,19.12.07
43667,448382,63801,19.12.07
43668,448056,63551,19.12.07
43669,448207,62981,19.12.07
43670,448224,63029,19.12.07
43671,448067,63215,19.12.07
43672,448696,63100,19.12.07
43673,448793,63178,19.12.07
43674,448933,63221,19.12.07
43675,448867,63514,19.12.07
43676,449179,63324,19.12.07
43677,448587,63744,19.12.07
43678,449259,63305,19.12.07
43679,449313,63269,19.12.07
43680,449382,63058,19.12.07
43681,449419,62875,19.12.07
43682,449401,63412,19.12.07
43683,449570,63405,19.12.07
43684,449631,63508,19.12.07
43685,449758,63608,19.12.07
43686,449921,63643,19.12.07
43687,449924,63714,19.12.07
43081,461587,126877,01.10.07
43082,465056,126937,01.10.07
43083,465364,126765,01.10.07
43084,457886,120296,01.10.07
43085,459521,119089,01.10.07
43086,458300,119416,01.10.07
43087,457532,120557,01.10.07
43088,457256,120764,01.10.07
43089,461419,127027,01.10.07
43090,463159,127428,01.10.07
43091,462723,127147,01.10.07
43092,462817,128254,01.10.07
43093,541169,164047,02.10.07
43094,542065,159953,02.10.07
43095,433659,133064,02.10.07
43096,433097,131773,02.10.07
43097,434277,131291,02.10.07
43098,434327,131439,02.10.07
43099,433775,130500,02.10.07
43100,435192,130546,02.10.07
43101,434491,130106,02.10.07
43102,432740,129536,02.10.07
43103,433374,129226,02.10.07
43104,433695,129378,02.10.07
43105,435082,129425,02.10.07
43106,433809,132926,02.10.07
43107,504218,133789,02.10.07
43108,503412,134053,02.10.07
43109,500003,135857,02.10.07
43110,424733,127335,02.10.07
43111,424769,127262,02.10.07
43112,454344,126574,02.10.07
43113,453908,124447,02.10.07
43114,444859,109612,02.10.07
43115,444075,107926,02.10.07
43116,443150,109832,02.10.07
43117,440904,108782,02.10.07
43118,441135,108331,02.10.07
43119,443190,108352,02.10.07
43120,443903,117030,02.10.07
43121,446756,108196,02.10.07
43122,446900,107840,02.10.07
43123,447944,111619,02.10.07
43124,448850,111454,02.10.07
43125,427254,91398,03.10.07
43126,427406,91673,03.10.07
43127,424841,92965,03.10.07
43128,424866,92965,03.10.07
43129,424375,92830,03.10.07
43130,423445,92048,03.10.07
43131,422714,90996,03.10.07
43132,424421,90137,03.10.07
43133,425791,90993,03.10.07
43134,426095,90085,03.10.07
43135,430303,89748,03.10.07
43136,430637,89537,03.10.07
43137,430576,88842,03.10.07
43688,449972,63804,20.12.07
43689,450034,63848,20.12.07
43690,449940,63873,20.12.07
43691,450028,64276,20.12.07
43692,450328,63896,20.12.07
43693,450568,63889,20.12.07
43694,450888,64042,20.12.07
43695,451105,63748,20.12.07
43696,451042,63553,20.12.07
43697,451045,63905,20.12.07
43698,450942,63383,20.12.07
43699,450938,63294,20.12.07
43700,450821,62913,20.12.07
43701,450701,62767,20.12.07
43702,450787,62593,20.12.07
43703,450921,62499,20.12.07
43705,451140,62561,20.12.07
43706,451026,62410,20.12.07
43707,450962,62391,20.12.07
43708,451441,62481,20.12.07
43709,451546,62435,20.12.07
43710,451241,62518,20.12.07
43711,452108,62753,20.12.07
43712,452404,62920,20.12.07
43713,450905,62270,20.12.07
43714,450610,62131,20.12.07
43715,451436,63864,20.12.07
43716,451308,64104,20.12.07
43717,451362,64237,20.12.07
43718,450523,64599,20.12.07
43719,450505,64512,20.12.07
43720,450465,64444,20.12.07
43721,449609,64128,20.12.07
43722,449678,64398,20.12.07
43723,449721,64457,20.12.07
43724,449931,65307,20.12.07
43725,449845,65464,20.12.07
43726,449444,65808,20.12.07
43727,450195,65251,20.12.07
43728,449317,65869,20.12.07
43729,449290,65871,20.12.07
43730,450391,65210,20.12.07
43731,448689,65606,20.12.07
43732,450457,65099,20.12.07
43733,448455,65364,20.12.07
43734,448418,65336,20.12.07
43735,448366,65249,20.12.07
43736,448253,65036,20.12.07
43737,448097,64870,20.12.07
43738,448088,64840,20.12.07
43739,448429,64104,20.12.07
43740,448449,64158,20.12.07
43741,448613,64304,20.12.07
43742,448951,64465,20.12.07
43743,448645,64693,20.12.07
43744,448838,65435,20.12.07
43745,448993,64578,20.12.07
43746,449388,64635,20.12.07
43747,449452,64864,20.12.07
43748,449474,65104,20.12.07
43749,449314,65277,20.12.07
43750,449073,65106,20.12.07
43751,449071,64946,20.12.07
43752,448327,63929,20.12.07
43753,448210,63602,20.12.07
43754,448916,66623,20.12.07
43755,448867,66663,20.12.07
43756,449014,66493,20.12.07
43757,447789,65969,20.12.07
43758,447795,66067,20.12.07
43759,447604,66220,20.12.07
