id,lon,lat,cluster_id,owner_id
0,16.449443346869412,46.557961017467946,1,0
1,15.755746741568274,46.48137305683205,1,0
2,16.50945405516426,46.50062979167875,1,0
3,15.611907211628585,46.48355559954402,1,0
4,15.568281009053292,46.49415409638959,1,0
5,15.041770459872865,45.592885526465,2,0
6,14.718639113241338,46.04827389369549,3,0
7,14.718639113241338,46.04827389369549,3,0
8,15.321108970410359,45.641068426080636,4,0
9,15.2797900653723,45.68741872540604,4,0
10,15.30896654621669,45.69807832021771,4,0
11,14.949887396168123,45.619777991444295,5,0
12,14.47003075848996,46.19580472069398,0,0
13,14.944946857201344,45.623509988146544,5,0
14,16.175775075697185,46.819557796286034,6,0
15,16.145318842088813,46.831957869214584,7,0
16,14.582253572367524,46.02876389231599,3,0
17,14.589108229337654,46.0136727420401,3,0
18,14.564843056244671,46.031794105607204,3,0
19,13.683085700571308,45.908531823617764,8,0
20,13.647072831800532,45.92548591510259,8,0
21,13.647072831800532,45.92548591510259,8,0
22,14.302723748521226,45.956687579342756,3,0
23,14.468034560334061,46.07762303594963,3,0
24,14.468034560334061,46.07762303594963,3,0
25,14.09339148067177,45.86132627920937,9,0
26,14.669919473136195,46.012081190367795,3,0
27,14.482099709894678,46.04597123511284,3,0
28,14.482099709894678,46.04597123511284,3,0
29,14.482099709894678,46.04597123511284,3,0
30,16.356300358969463,46.600093188653986,1,0
31,14.226487336398229,45.605661440277466,10,0
32,14.389192341097441,45.9922734926519,3,0
33,14.071129782537652,46.372259681307256,3,0
34,14.050134878611154,46.36192945558186,3,0
35,15.76392464726905,46.40120956728303,1,0
36,14.433684887228873,46.16835040997959,3,0
37,13.74673670273967,46.007971353769875,11,0
38,14.608814558181411,46.21482637587309,3,0
39,13.705047922582565,45.54613120684715,12,0
40,14.150703049315608,45.66973048715538,10,0
41,14.223620513313922,45.6861040897619,10,0
42,13.945477560696391,45.862207383359674,8,0
43,14.422353738613308,45.9589025005993,3,0
44,13.834993979200023,45.8534140384128,8,0
45,13.87169058636949,45.87516135924386,8,0
46,13.626534271470536,45.527631120325196,12,0
47,13.936621169629337,45.827528248841375,8,0
48,14.70662484526623,45.90105950568829,0,0
49,14.726998031245454,45.97247112716218,3,0
50,15.543273226282599,46.09425125584992,1,0
51,14.796247872739986,46.34275948539737,1,0
52,14.76430485436145,46.093868719287826,3,0
53,14.28208846544823,46.294918739741384,3,0
54,14.529645151821194,45.96430720722307,3,0
55,15.663268455167016,46.70434613099169,0,0
56,14.597558467389968,46.18015654159416,3,0
57,13.677198437652974,46.10770915637402,13,0
58,13.677198437652974,46.10770915637402,13,0
59,16.130956361948126,46.67451697986217,6,0
60,14.195939241570146,45.68355509675659,10,0
61,14.804957011092037,45.598710521274235,14,0
62,13.710851667130452,46.15621246373301,13,0
63,15.21145375374511,45.85838376422467,15,0
64,15.117985052735063,45.87593834634446,3,0
65,14.515734202395642,46.008967555752136,3,0
66,14.728601681442402,46.087878162944264,3,0
67,14.55858292476427,46.212610067419305,3,0
68,14.39556883393031,46.08118572097284,3,0
69,14.408917206722874,46.077080673370084,3,0
70,14.41008318843552,46.0707884161554,3,0
71,13.555730124412989,46.280294393222405,16,0
72,13.90097239531439,45.45539236275496,12,0
73,13.90097239531439,45.45539236275496,12,0
74,16.06668421618468,46.73735487535511,17,0
75,14.159711887789719,45.66722362516544,10,0
76,14.165435830967045,46.2993901298052,3,0
77,13.861079419841834,45.807490511972546,8,0
78,16.468436753524067,46.5634047856536,1,0
79,13.585581776721574,46.0901914079865,13,0
80,15.176802001813936,45.93225167596117,3,0
81,15.734157979275924,46.484662593378594,1,0
82,15.342404313384183,45.47461816049929,18,0
83,15.636579660802887,46.648916685132534,1,0
84,15.636579660802887,46.648916685132534,1,0
85,13.587077345915638,46.24258237745111,16,0
86,14.262819164191582,46.14631325221492,3,0
87,14.262819164191582,46.14631325221492,3,0
88,14.475405811600638,46.04057814398643,3,0
89,14.475405811600638,46.04057814398643,3,0
90,14.475405811600638,46.04057814398643,3,0
91,13.860175808478656,45.86374570313452,8,0
92,14.177798257033613,45.64683032005058,10,0
93,14.177798257033613,45.64683032005058,10,0
94,16.145318842088813,46.831957869214584,7,0
95,16.175775075697185,46.819557796286034,6,0
96,15.55323097467001,46.62339469444326,1,0
97,14.217553404890223,45.68387614375281,10,0
98,16.228045203796544,46.627236843176355,1,0
99,16.190753912916314,46.6828439465484,6,0
100,14.178733054942452,45.732040585092285,10,0
101,16.25081948299832,46.70141092477592,6,0
102,13.673913459221277,45.95700499626592,8,0
103,13.65793189340922,45.90398314016238,8,0
104,14.182876218002619,46.338167992078134,3,0
105,13.731578986379544,45.52124235314115,12,0
106,13.654291175450933,45.892504012589235,8,0
107,14.312976585905657,45.98407572897739,3,0
108,15.674552891158438,46.28702229724768,19,0
109,14.552312809537765,46.193133448529125,3,0
110,13.906517249576238,45.70642722058962,20,0
111,14.414138332697648,46.21515514116531,3,0
112,14.433984545529432,46.01014851706688,3,0
113,14.813527854475566,45.96656262954165,3,0
114,16.307003317506915,46.749814558800594,21,0
115,13.943635863025072,46.295774492628034,22,0
