CEBELNJAK_LOKACIJA,Y,X,DAT_ZACETEK,DAT_PRENEHANJE
36353,556008,146448,14.03.05,11.11.16
36355,446407,105268,14.03.05,19.05.17
36356,448597,98758,14.03.05,29.09.08
36358,553606,143629,14.03.05,
36359,549180,148104,14.03.05,14.09.17
36360,457242,100126,14.03.05,
36361,548603,146670,14.03.05,
36362,459914,103385,14.03.05,01.07.19
36376,548863,146110,14.03.05,
36377,444462,91578,14.03.05,
36392,446157,98285,14.03.05,
36393,547967,147611,14.03.05,18.12.18
36394,442370,96972,14.03.05,21.07.21
36395,443080,103031,14.03.05,16.06.15
36396,456923,99005,14.03.05,17.06.08
36397,512171,103705,14.03.05,
36398,511235,103286,14.03.05,
36399,504164,101720,14.03.05,23.02.12
36400,449453,99283,14.03.05,
36401,449769,97995,14.03.05,
36402,428620,112788,14.03.05,
33750,588021,164675,28.02.05,
33751,589408,165301,28.02.05,18.11.16
33752,587068,164449,28.02.05,
33753,588189,164508,28.02.05,
33755,591779,180717,28.02.05,
33756,588457,186641,28.02.05,
33757,587272,164419,28.02.05,
33759,585786,166640,28.02.05,29.03.12
33760,584991,165529,28.02.05,
33761,585050,165500,28.02.05,
33762,585545,166376,28.02.05,
33764,588208,164999,28.02.05,
33765,588630,163589,28.02.05,
33767,590933,163127,28.02.05,19.02.09
33771,463136,95615,28.02.05,
33772,462229,96861,28.02.05,
33773,464626,98525,28.02.05,
33774,455445,70405,28.02.05,
33775,453655,75327,28.02.05,
33777,456972,76616,28.02.05,
33778,452363,75507,28.02.05,
33779,434679,136160,28.02.05,
33780,435817,134564,28.02.05,31.08.20
33781,522675,91125,28.02.05,07.10.08
33782,438673,137302,28.02.05,09.10.08
33783,438548,137650,28.02.05,15.07.09
33784,437716,135867,28.02.05,25.10.18
33785,436506,133059,28.02.05,10.07.14
33786,440822,136679,28.02.05,12.02.18
33788,436629,138516,28.02.05,
33789,438666,137056,28.02.05,25.10.18
33790,436321,137238,28.02.05,
33791,593349,161504,28.02.05,
33792,598465,163324,28.02.05,
33794,595471,163485,28.02.05,
33796,589645,163076,28.02.05,04.11.16
33797,590487,165684,28.02.05,04.11.16
33798,594072,160664,28.02.05,
33799,592542,164706,28.02.05,
33801,592628,161359,28.02.05,
33802,592665,161413,28.02.05,
33803,592027,161702,28.02.05,
33805,593508,162339,28.02.05,19.06.17
33807,593173,161922,28.02.05,
33808,441163,125674,28.02.05,
33809,443718,125709,28.02.05,21.12.15
33811,439085,125676,28.02.05,
33812,435897,126963,28.02.05,16.01.20
33813,446538,124301,28.02.05,
33814,437711,126293,28.02.05,
33815,447898,123332,28.02.05,
33816,444950,121609,28.02.05,
33817,443747,125686,28.02.05,
33818,436035,127553,28.02.05,
33819,448200,118109,28.02.05,
33821,440366,125308,28.02.05,
33822,448870,121609,28.02.05,07.03.13
33823,447492,122564,28.02.05,
33824,443324,124638,28.02.05,06.10.16
33825,438949,124489,28.02.05,28.08.08
35158,425418,141547,07.03.05,29.07.15
35159,431739,137080,07.03.05,11.03.08
35161,138622,428157,07.03.05,
35162,428178,137825,07.03.05,19.07.18
35163,431301,135177,07.03.05,23.11.07
35164,463803,73508,07.03.05,
35166,460219,72787,07.03.05,
35167,462270,70238,07.03.05,
35168,467065,63361,07.03.05,09.07.14
35169,459039,75289,07.03.05,
35170,462588,72349,07.03.05,
35171,456923,104998,07.03.05,21.09.17
35173,463781,73900,07.03.05,02.09.16
35174,464760,69630,07.03.05,28.08.08
35175,417548,126571,07.03.05,12.10.10
35176,440492,136861,07.03.05,08.04.11
35177,419463,126182,07.03.05,
35178,419530,129087,07.03.05,
35179,419760,126135,07.03.05,
35201,421256,132543,07.03.05,21.09.20
35202,450734,86899,07.03.05,16.09.19
35203,451298,86348,07.03.05,
35204,449843,83751,07.03.05,
35206,451119,86831,07.03.05,
35207,450894,86524,07.03.05,
35208,378790,125839,07.03.05,
35209,432893,139805,07.03.05,
35210,434149,139202,07.03.05,25.10.18
35211,435736,134415,07.03.05,15.07.09
35212,434306,140410,07.03.05,
35213,546009,86330,07.03.05,25.10.18
35214,546212,87958,07.03.05,31.07.19
35215,547463,95457,07.03.05,29.08.17
35216,547383,93896,07.03.05,
35217,457795,128418,07.03.05,
35218,472580,79939,07.03.05,
35219,464628,98161,07.03.05,
35220,481245,71910,07.03.05,22.06.10
35221,517272,134520,07.03.05,
35222,515093,135074,07.03.05,12.12.20
35223,489175,131218,07.03.05,01.10.18
35225,517503,131907,07.03.05,
35226,474952,106462,07.03.05,
35227,440920,94744,07.03.05,
35228,500847,39921,07.03.05,
35229,469363,105479,07.03.05,
35230,501726,39241,07.03.05,
35231,474173,106155,07.03.05,
35232,437684,116591,07.03.05,
35233,476244,105452,07.03.05,21.06.11
35234,422458,103599,07.03.05,29.09.15
35235,476282,99179,07.03.05,
35238,424691,96488,07.03.05,06.10.17
36403,514404,103290,14.03.05,09.02.12
36424,436973,114529,14.03.05,
36425,435278,135114,14.03.05,
36426,580429,166917,14.03.05,22.10.08
36427,433805,107757,14.03.05,06.10.08
36428,579511,167146,14.03.05,
36429,436529,102696,14.03.05,
36430,579805,167106,14.03.05,19.12.19
36432,431681,108632,14.03.05,
36433,431670,108439,14.03.05,
36434,519270,163942,14.03.05,
36435,436421,113487,14.03.05,
36436,434412,106743,14.03.05,
36437,435279,108643,14.03.05,
36438,435222,108675,14.03.05,
36439,520626,156050,14.03.05,
36441,544278,131239,14.03.05,17.01.12
36442,544193,130899,14.03.05,
36443,507147,127474,14.03.05,
36444,505403,127403,14.03.05,
36445,508897,127335,14.03.05,03.03.20
36447,508694,129780,14.03.05,24.11.20
36448,504784,129611,14.03.05,
36454,506762,125986,14.03.05,
36455,434891,135141,14.03.05,
36456,507123,124566,14.03.05,
36457,505644,126908,14.03.05,09.07.14
36458,437652,134403,14.03.05,17.11.09
36459,392619,42650,14.03.05,11.09.15
36460,504858,127503,14.03.05,22.09.17
36461,504084,129256,14.03.05,
37782,519109,40197,17.03.05,18.02.21
37783,517331,35282,17.03.05,
37784,519381,35441,17.03.05,06.02.09
37785,525495,131701,17.03.05,16.07.09
37786,522969,134179,17.03.05,
37788,527258,131903,17.03.05,
37789,514950,128230,17.03.05,25.10.18
37790,515850,127314,17.03.05,
37791,525044,125296,17.03.05,18.11.20
37792,495851,120828,17.03.05,07.11.08
37793,495962,124027,17.03.05,26.08.08
37794,440744,93338,17.03.05,18.01.16
37795,445149,91870,17.03.05,16.11.16
37796,440000,96273,17.03.05,22.08.18
37797,443613,91998,17.03.05,04.06.18
37798,452439,98005,17.03.05,18.12.20
37799,444711,91490,17.03.05,
37800,441101,92388,17.03.05,05.03.21
37801,440199,95448,17.03.05,
37802,439829,95634,17.03.05,
37803,444700,92180,17.03.05,01.12.09
37804,449980,93537,17.03.05,
37805,440169,93788,17.03.05,29.06.15
37806,443831,91286,17.03.05,
37807,445437,90632,17.03.05,
37808,440497,92920,17.03.05,26.09.11
37809,447415,94478,17.03.05,23.07.20
37812,439661,91296,17.03.05,31.08.20
37813,450211,94304,17.03.05,
37814,443892,91888,17.03.05,
37816,511680,161159,17.03.05,
37817,512741,162012,17.03.05,28.08.08
37842,514693,159269,17.03.05,
37843,492933,113820,17.03.05,
37844,493768,114415,17.03.05,
37845,490964,113910,17.03.05,
37846,492829,116354,17.03.05,
37847,501431,111806,17.03.05,
37848,494784,114287,17.03.05,
37849,497418,111004,17.03.05,
37850,489439,112711,17.03.05,
37851,493248,114905,17.03.05,
37852,490850,111970,17.03.05,
33905,462128,103719,01.03.05,
33906,434689,140123,01.03.05,
33908,463890,113809,01.03.05,16.09.11
33909,434673,140004,01.03.05,22.03.17
33910,434755,140223,01.03.05,22.03.17
33911,433078,141957,01.03.05,06.10.10
33912,433090,140969,01.03.05,
33913,433473,140994,01.03.05,04.02.16
33918,462148,113438,01.03.05,
33920,434181,140521,01.03.05,22.12.09
33921,450633,131085,01.03.05,
33922,431519,135194,01.03.05,
33924,433699,139563,01.03.05,
33925,459857,114770,01.03.05,
33926,485024,107307,01.03.05,
33927,434318,137815,01.03.05,
33928,435554,139398,01.03.05,
33929,435531,140891,01.03.05,
33931,461082,117041,01.03.05,
33932,433182,141567,01.03.05,09.01.08
33933,548011,93168,01.03.05,
33934,547610,81534,01.03.05,10.06.10
33935,461920,113024,01.03.05,
33936,545980,86327,01.03.05,
33937,451167,123244,01.03.05,23.01.12
33938,461905,112986,01.03.05,
33939,454968,122339,01.03.05,
33942,423237,82121,01.03.05,19.06.18
33944,417842,85126,01.03.05,26.08.08
33945,533534,116943,01.03.05,
33946,529080,115324,01.03.05,22.03.12
33947,424287,84941,01.03.05,
33948,420771,82994,01.03.05,
33950,536026,110191,01.03.05,07.04.08
33951,427425,80822,01.03.05,
33953,416170,83443,01.03.05,
33954,414855,83895,01.03.05,07.10.08
33955,544016,106748,01.03.05,
33956,544476,107065,01.03.05,
33960,413998,86526,01.03.05,
33961,528580,116666,01.03.05,
33962,529140,117525,01.03.05,
33963,415352,84041,01.03.05,
33964,535171,109573,01.03.05,15.11.17
33966,415240,84440,01.03.05,18.05.10
33967,415239,84436,01.03.05,18.05.10
33968,415491,83925,01.03.05,20.02.12
33969,415483,83931,01.03.05,22.03.16
33970,415601,84469,01.03.05,02.02.12
33971,415660,84429,01.03.05,02.02.12
33972,415576,83752,01.03.05,20.08.13
33974,509525,156409,01.03.05,02.02.21
33975,505808,147344,01.03.05,
33976,504069,146364,01.03.05,15.07.09
33977,501492,120352,01.03.05,25.10.18
33978,503233,121353,01.03.05,27.07.09
33979,501050,121152,01.03.05,29.08.08
33980,506506,153959,01.03.05,
35239,474702,108645,07.03.05,
35240,419920,91430,07.03.05,
35241,475681,107955,07.03.05,
35242,467137,104164,07.03.05,
35244,427417,93493,07.03.05,
35245,464070,107349,07.03.05,
35246,466019,106736,07.03.05,05.01.16
35258,470298,105566,07.03.05,
35259,478016,107768,07.03.05,
35260,424192,96310,07.03.05,
35261,467472,105555,07.03.05,05.03.21
35262,497246,152628,07.03.05,22.01.20
35263,472758,106098,07.03.05,
35264,479803,106093,07.03.05,
35265,498661,39964,07.03.05,30.07.08
35266,475513,108130,07.03.05,22.10.08
35268,464165,91378,07.03.05,
35269,472839,106109,07.03.05,
35270,474942,106766,07.03.05,
35271,475765,107241,07.03.05,
35272,427867,95226,07.03.05,17.03.16
35273,423215,96655,07.03.05,
35274,474284,109466,07.03.05,12.01.18
35275,472646,110651,07.03.05,20.04.09
35277,469377,115156,07.03.05,
35279,468758,115419,07.03.05,21.03.12
35280,472987,115611,07.03.05,
35281,422553,71299,07.03.05,
35282,464145,111562,07.03.05,
35283,467999,86306,07.03.05,02.06.15
35284,471104,118491,07.03.05,27.03.12
35285,460378,90336,07.03.05,14.05.15
35286,464900,111848,07.03.05,
35287,473920,116029,07.03.05,30.06.15
35288,439540,48446,07.03.05,
35289,447802,43738,07.03.05,25.09.12
35290,469688,115345,07.03.05,
35291,509845,65600,07.03.05,19.07.18
35292,441128,46908,07.03.05,
35294,468962,109402,07.03.05,
35295,398055,39625,07.03.05,
35297,439115,49547,07.03.05,
35298,473804,109556,07.03.05,
35299,469295,112123,07.03.05,
35300,439223,49061,07.03.05,
35301,438613,49730,07.03.05,05.07.13
35302,573135,144787,07.03.05,
35304,448130,42923,07.03.05,
35306,573003,144356,07.03.05,
35307,449162,41213,07.03.05,
35308,446888,43125,07.03.05,
35309,440820,46242,07.03.05,
35310,573989,135263,07.03.05,24.01.14
35311,576531,149436,07.03.05,
35312,575122,148396,07.03.05,
35313,528722,127262,07.03.05,19.06.18
35314,511048,114423,07.03.05,
35315,510857,114445,07.03.05,
35316,502760,159695,07.03.05,25.10.18
35317,502766,159703,07.03.05,05.01.21
35318,500476,160225,07.03.05,08.04.11
36526,535405,127324,14.03.05,
36527,535015,123070,14.03.05,27.11.15
36528,536556,123635,14.03.05,28.06.17
36529,532954,123247,14.03.05,
36530,533872,123270,14.03.05,
36533,440717,127956,14.03.05,12.03.20
36536,439693,129933,14.03.05,
36537,457852,129239,14.03.05,12.02.18
36538,455190,129436,14.03.05,
36539,455502,129552,14.03.05,04.10.16
36540,456867,126650,14.03.05,
36556,454041,130644,14.03.05,
36557,463583,140566,14.03.05,
36558,425715,137039,14.03.05,
36559,428461,138514,14.03.05,
36561,453751,131110,14.03.05,
36562,440959,130344,14.03.05,05.08.08
36563,456045,129198,14.03.05,
36564,456021,128956,14.03.05,26.10.15
36565,453758,131237,14.03.05,09.12.20
36566,492095,154616,14.03.05,05.07.12
36568,434603,136144,14.03.05,06.09.16
36569,435896,136458,14.03.05,06.09.16
36570,422692,142261,14.03.05,
36571,489426,156873,14.03.05,
36572,488360,157290,14.03.05,02.06.15
37854,502796,104373,17.03.05,
37855,502777,105183,17.03.05,
37856,499982,112470,17.03.05,
37858,548727,167898,17.03.05,15.10.09
37859,546526,165925,17.03.05,20.02.19
37860,529957,139018,17.03.05,08.01.20
37861,530943,136031,17.03.05,05.08.08
37906,528825,136573,17.03.05,
37912,432621,119331,17.03.05,25.10.18
37915,432593,119292,17.03.05,
37916,429107,121170,17.03.05,
37917,502907,63288,17.03.05,
37918,452552,108909,17.03.05,
33981,499581,119433,01.03.05,
33982,509536,139561,01.03.05,
33983,520043,141924,01.03.05,
33984,500540,120248,01.03.05,
33985,509542,151151,01.03.05,
33986,458563,106443,01.03.05,13.09.16
33988,459550,109356,01.03.05,25.11.08
33989,506717,152884,01.03.05,
33990,501749,158861,01.03.05,
33991,504778,152298,01.03.05,04.11.16
33993,456658,111623,01.03.05,
33994,508373,151136,01.03.05,
33995,513652,144271,01.03.05,
33996,507681,149633,01.03.05,
33998,507686,149650,01.03.05,13.08.08
33999,456547,107903,01.03.05,
34001,506552,154442,01.03.05,25.10.18
34002,509304,145670,01.03.05,
34003,458028,111106,01.03.05,17.11.09
34004,457953,111087,01.03.05,14.09.07
34005,506294,152252,01.03.05,
34006,500714,155014,01.03.05,
34007,430253,107824,01.03.05,
34008,457743,108501,01.03.05,02.06.15
34009,458710,109452,01.03.05,
34010,455917,111655,01.03.05,
34011,456291,82885,01.03.05,
34012,461774,103798,01.03.05,06.07.10
34013,552078,92669,01.03.05,
34014,453918,109513,01.03.05,
34015,584160,168213,01.03.05,04.01.17
34017,580152,168742,01.03.05,15.06.11
34019,580172,170317,01.03.05,
34020,580972,169936,01.03.05,06.03.17
34021,571795,169935,01.03.05,
34024,582153,167359,01.03.05,
34025,596148,178560,01.03.05,
34026,413719,108968,01.03.05,
34027,411054,109701,01.03.05,09.07.14
34028,408859,110937,01.03.05,
34029,408604,116031,01.03.05,18.04.12
34030,408692,108284,01.03.05,
34031,407580,109794,01.03.05,
34032,409703,109939,01.03.05,
34033,408670,114113,01.03.05,
34034,409476,114135,01.03.05,05.02.09
34035,387855,134843,01.03.05,
34036,387935,133838,01.03.05,09.02.12
34037,388309,132361,01.03.05,
34038,389467,132160,01.03.05,15.02.12
34039,391181,135436,01.03.05,
34040,385349,124533,01.03.05,16.12.11
34041,393880,124405,01.03.05,16.12.11
34042,399548,118787,01.03.05,16.02.12
34043,393265,103556,01.03.05,25.10.18
34044,393157,103095,01.03.05,01.04.11
34045,389623,105149,01.03.05,01.04.11
34046,393506,104550,01.03.05,26.10.10
34047,395438,108327,01.03.05,
34048,400961,113656,01.03.05,
34052,400112,116309,01.03.05,15.11.17
34053,400413,116901,01.03.05,
34054,400053,116259,01.03.05,
34055,400255,117656,01.03.05,
34056,399356,118293,01.03.05,
34057,400636,118001,01.03.05,
35319,576116,142992,07.03.05,
35320,497231,163866,07.03.05,
35321,444102,45496,07.03.05,27.03.19
35323,578608,140474,07.03.05,09.09.08
35324,581216,144976,07.03.05,
35325,502048,157787,07.03.05,
35326,576784,137688,07.03.05,
35328,501614,160421,07.03.05,
35329,575471,143047,07.03.05,
35331,504853,70995,07.03.05,21.12.17
35332,494667,76357,07.03.05,
35333,563733,173768,07.03.05,15.09.08
35334,573561,171906,07.03.05,
35335,492853,77271,07.03.05,
35336,490801,69606,07.03.05,09.10.13
35337,576587,170358,07.03.05,
35338,576683,170318,07.03.05,15.07.09
35340,499428,75430,07.03.05,28.12.11
35341,569597,173755,07.03.05,
35343,573029,171548,07.03.05,
35345,479635,81918,07.03.05,23.02.12
35346,483119,129323,07.03.05,18.01.12
35347,476169,80245,07.03.05,19.07.18
35348,487987,129942,07.03.05,01.02.12
35349,483877,129114,07.03.05,
35350,512960,124839,07.03.05,
35351,583103,187768,07.03.05,
35352,537934,114397,07.03.05,12.02.18
35353,582890,187341,07.03.05,
35354,514927,128013,07.03.05,
35355,518684,119119,07.03.05,28.03.17
35356,512541,121496,07.03.05,
35357,522775,116502,07.03.05,08.06.15
35358,511973,118725,07.03.05,
35359,531825,120458,07.03.05,23.10.20
35360,516299,120893,07.03.05,06.03.12
35361,531843,118794,07.03.05,16.04.08
35362,470699,86786,07.03.05,
35363,545027,110764,07.03.05,
35364,471044,87773,07.03.05,
35365,518650,119299,07.03.05,
35366,517288,127519,07.03.05,09.12.11
35367,476701,94957,07.03.05,23.02.12
35368,518473,119400,07.03.05,
35369,479590,96014,07.03.05,
35370,520546,119614,07.03.05,
35371,520639,119634,07.03.05,
35372,516558,127017,07.03.05,
35373,469058,93967,07.03.05,31.03.17
35374,515819,45562,07.03.05,31.03.17
35376,521273,121182,07.03.05,03.07.15
35377,517749,128367,07.03.05,
35378,474692,85612,07.03.05,22.12.09
35379,518058,117732,07.03.05,
35380,517304,117993,07.03.05,07.02.12
35381,523732,121536,07.03.05,20.03.15
35388,476522,95964,07.03.05,
35389,520162,118749,07.03.05,
35390,472273,95033,07.03.05,30.09.15
35391,457787,123846,07.03.05,05.07.12
35392,479260,86819,07.03.05,
35393,470197,83038,07.03.05,05.09.18
35394,461750,126587,07.03.05,
35395,475829,88328,07.03.05,15.07.09
35397,476672,87536,07.03.05,
35398,475018,85402,07.03.05,
35399,471190,91433,07.03.05,15.03.12
35400,473309,87305,07.03.05,
35401,476831,92899,07.03.05,08.10.20
36573,493315,156465,14.03.05,
36574,493102,154521,14.03.05,
36575,495282,155302,14.03.05,07.03.11
36576,566851,159184,14.03.05,14.12.12
36578,495806,156765,14.03.05,
36579,494021,156191,14.03.05,18.12.17
36580,490032,160481,14.03.05,
36581,494728,154621,14.03.05,27.03.17
36582,492089,154761,14.03.05,12.01.10
36583,495042,153950,14.03.05,24.01.12
36584,494293,156212,14.03.05,
36585,494245,152528,14.03.05,19.07.18
36586,494806,155855,14.03.05,19.07.18
36587,490150,156703,14.03.05,
36588,441495,132322,14.03.05,
36589,490849,156722,14.03.05,23.03.10
36590,416727,148662,14.03.05,05.07.13
36591,437418,133330,14.03.05,04.01.17
36592,496015,155827,14.03.05,09.07.13
36593,490765,156411,14.03.05,16.01.12
36594,435714,136914,14.03.05,
36596,435547,136257,14.03.05,30.07.07
36598,494242,158446,14.03.05,16.11.16
36599,440482,132193,14.03.05,07.07.20
36600,491927,154626,14.03.05,
36601,435651,136213,14.03.05,
36602,493603,155531,14.03.05,
36603,594979,178529,14.03.05,
36604,599826,179120,14.03.05,
36605,599904,179234,14.03.05,09.02.12
36606,435885,137677,14.03.05,
36607,594511,177595,14.03.05,04.07.17
36609,435158,132929,14.03.05,05.03.21
36610,599106,177456,14.03.05,05.03.21
36611,435113,132952,14.03.05,
36612,598547,179776,14.03.05,30.10.08
36613,438404,133913,14.03.05,03.02.20
36615,437159,131617,14.03.05,17.02.12
36616,564958,144413,14.03.05,10.04.20
36617,434725,133574,14.03.05,
36618,436160,137886,14.03.05,06.07.15
36619,565151,147487,14.03.05,
36620,569676,147957,14.03.05,
36621,446277,75620,14.03.05,
37946,435800,121143,17.03.05,
37947,435136,124084,17.03.05,
37949,435522,124219,17.03.05,13.09.16
37950,425139,121224,17.03.05,30.01.17
37951,425131,120064,17.03.05,
37952,433140,119402,17.03.05,
37954,434048,119853,17.03.05,
37955,485890,144851,17.03.05,
37956,493019,149487,17.03.05,
37957,492132,149182,17.03.05,
37958,492132,149182,17.03.05,
37959,492132,149182,17.03.05,
37960,494194,149229,17.03.05,
37961,492132,149182,17.03.05,
37962,492132,149182,17.03.05,23.11.09
37963,394693,90511,17.03.05,
37964,395895,90820,17.03.05,
37965,496000,148611,17.03.05,10.09.18
37966,400835,88068,17.03.05,05.02.09
37967,494657,148547,17.03.05,12.02.19
37968,493646,149716,17.03.05,17.01.12
37971,493005,149446,17.03.05,
37972,401424,89217,17.03.05,
37973,491807,148894,17.03.05,
37974,493005,149446,17.03.05,
37975,404010,89087,17.03.05,09.12.20
37976,488463,157921,17.03.05,09.07.14
37977,403388,88634,17.03.05,
37978,494900,148371,17.03.05,
37979,494967,148372,17.03.05,
37980,401201,93459,17.03.05,
37981,492112,149210,17.03.05,
37982,398065,91854,17.03.05,25.10.18
34138,506709,150799,01.03.05,
34139,509273,144056,01.03.05,
34140,503285,147217,01.03.05,
34141,403003,110542,01.03.05,
34142,542510,138569,01.03.05,
34143,406129,114036,01.03.05,28.10.10
34144,547415,132596,01.03.05,
34145,547987,132844,01.03.05,
34146,405156,112882,01.03.05,
34147,405182,112895,01.03.05,27.02.09
34148,406721,108470,01.03.05,
34149,545869,137549,01.03.05,
34150,402842,112999,01.03.05,
34151,538701,141722,01.03.05,
34152,538708,141642,01.03.05,
34153,553483,140609,01.03.05,
34154,541691,140802,01.03.05,10.11.15
34155,544735,139704,01.03.05,
34156,395145,120273,01.03.05,
34157,543183,140133,01.03.05,23.11.09
34158,503408,111582,01.03.05,
34159,546318,142153,01.03.05,
34160,543776,144133,01.03.05,
34161,546013,140568,01.03.05,09.07.14
34162,503335,112542,01.03.05,
34163,504399,107979,01.03.05,
34164,504554,107958,01.03.05,13.10.08
34166,511756,106107,01.03.05,
34167,497187,112425,01.03.05,
34168,501632,111161,01.03.05,
34169,499892,107491,01.03.05,
34170,537845,139626,01.03.05,
34171,536158,141654,01.03.05,14.08.08
34172,532913,140341,01.03.05,
34173,507402,114449,01.03.05,
34176,537506,136970,01.03.05,19.07.18
34177,494127,113342,01.03.05,
34178,502479,114600,01.03.05,
34179,553612,128606,01.03.05,
34180,511736,101485,01.03.05,03.07.08
34181,489669,114318,01.03.05,
34182,503919,115198,01.03.05,
34183,503783,114977,01.03.05,
34184,504575,112791,01.03.05,13.10.08
34185,504280,111887,01.03.05,
34186,506016,114439,01.03.05,05.05.10
34187,546329,142178,02.03.05,
34188,543871,141315,02.03.05,
34189,546047,143865,02.03.05,
34190,548442,136592,02.03.05,
34191,502777,114769,02.03.05,14.10.11
34192,504279,113876,02.03.05,25.10.18
34193,512021,82590,02.03.05,
34194,513726,79795,02.03.05,
34195,516479,84329,02.03.05,
34196,540665,135284,02.03.05,
34197,510961,86031,02.03.05,30.03.17
34198,540024,142458,02.03.05,
34199,513359,88314,02.03.05,
34200,510413,83008,02.03.05,
34201,512145,85364,02.03.05,
34202,543961,139312,02.03.05,08.10.08
34203,541804,138116,02.03.05,08.10.08
34204,531988,141917,02.03.05,
34205,501605,85733,02.03.05,
34206,501954,86593,02.03.05,
34207,503209,86451,02.03.05,
34208,501601,88262,02.03.05,03.02.20
34210,553107,129262,02.03.05,
34211,498752,90887,02.03.05,22.06.17
34212,543824,141510,02.03.05,
34213,504561,85773,02.03.05,10.06.15
35402,475623,91383,07.03.05,
35403,475352,88928,07.03.05,03.07.15
35404,470804,91446,07.03.05,14.02.14
35405,477983,95011,07.03.05,
35406,477157,93524,07.03.05,
35407,508448,84770,07.03.05,
35408,443537,106146,07.03.05,
35409,470460,79642,07.03.05,
35410,383752,102682,07.03.05,12.04.11
35411,555227,139807,07.03.05,13.11.09
35412,553944,151180,07.03.05,
35413,549525,151002,07.03.05,10.09.13
35414,460290,124145,08.03.05,
35415,461988,120195,08.03.05,
35416,391839,40455,08.03.05,
35418,464140,121616,08.03.05,30.01.12
35419,462037,120006,08.03.05,
35421,459198,125141,08.03.05,
35422,464464,121584,08.03.05,
35423,464781,122044,08.03.05,
35424,460155,124117,08.03.05,25.10.18
35425,462405,124411,08.03.05,
35426,455022,64644,08.03.05,
35427,456051,69403,08.03.05,
35428,450151,72702,08.03.05,
35429,454372,65433,08.03.05,28.12.09
35430,420780,110760,08.03.05,05.08.08
35431,425146,114221,08.03.05,
35432,417403,109435,08.03.05,
35433,420645,110817,08.03.05,
35435,595729,155606,08.03.05,16.10.08
35436,482556,148722,08.03.05,12.04.12
35438,489015,153349,08.03.05,
35439,481483,149481,08.03.05,
35440,480767,146587,08.03.05,10.12.07
35441,479491,146159,08.03.05,30.01.12
35442,478807,149614,08.03.05,
35443,492944,145462,08.03.05,26.03.20
35444,488829,148515,08.03.05,13.11.08
35445,490447,146826,08.03.05,
35446,549276,146600,08.03.05,
35447,495683,144844,08.03.05,
35448,547833,150605,08.03.05,24.01.19
35451,518928,44840,08.03.05,08.06.20
35452,549104,151987,08.03.05,23.11.09
35453,547537,149648,08.03.05,
35454,510667,49343,08.03.05,
35455,511172,48822,08.03.05,20.12.07
35456,561995,148246,08.03.05,
35457,515134,48652,08.03.05,21.03.17
35458,515088,49355,08.03.05,
35460,545611,149364,08.03.05,
35461,545611,149368,08.03.05,01.02.13
35462,548080,152617,08.03.05,
35463,511376,44272,08.03.05,
35464,547124,142075,08.03.05,26.10.15
35465,515614,42080,08.03.05,
35466,555134,157159,08.03.05,05.10.16
35467,578648,155441,08.03.05,06.03.12
35468,519432,45035,08.03.05,
35469,511965,43754,08.03.05,
35470,522593,42842,08.03.05,
35472,506807,111384,08.03.05,
35473,506267,39628,08.03.05,
35474,505476,111571,08.03.05,
35475,512173,46963,08.03.05,19.03.12
35476,511696,109816,08.03.05,09.07.10
35477,508780,107777,08.03.05,
36702,588621,174242,14.03.05,
36703,446891,74911,14.03.05,
36705,447233,74979,14.03.05,
36706,582337,180072,14.03.05,
36707,450386,73063,14.03.05,
36713,404322,47437,14.03.05,19.06.19
36714,447610,74343,14.03.05,
36715,445305,77535,14.03.05,
36716,445108,77833,14.03.05,18.05.10
36717,490128,159600,14.03.05,31.07.12
36718,497416,155081,14.03.05,
36719,497680,153768,14.03.05,04.07.13
36720,497918,156606,14.03.05,01.02.12
36721,497563,155426,14.03.05,13.09.16
36722,495756,154119,14.03.05,
36723,497141,157161,14.03.05,09.07.14
36724,500140,155649,14.03.05,
36725,437749,59862,14.03.05,25.09.08
36727,497910,156360,14.03.05,
36728,496468,157842,14.03.05,
36739,496277,157895,14.03.05,
36741,496085,163526,14.03.05,04.07.12
36742,597372,154274,14.03.05,05.03.21
38046,396814,92388,17.03.05,25.10.18
38050,396200,92527,17.03.05,19.07.18
38083,401905,86611,17.03.05,15.10.08
38113,401980,87651,17.03.05,
34058,502945,151428,01.03.05,13.09.16
34059,402410,116687,01.03.05,
34060,407629,115479,01.03.05,
34061,396222,120055,01.03.05,
34062,403824,115462,01.03.05,
34063,401965,114635,01.03.05,21.08.08
34064,398101,119573,01.03.05,
34065,506740,153455,01.03.05,04.12.07
34066,510162,154676,01.03.05,
34067,403987,118781,01.03.05,
34068,514933,142576,01.03.05,
34069,387952,134208,01.03.05,
34070,391133,135656,01.03.05,
34071,505480,149759,01.03.05,
34072,415641,116103,01.03.05,
34073,419253,118770,01.03.05,
34074,403740,115927,01.03.05,28.02.12
34075,393830,124900,01.03.05,06.03.17
34076,393899,124619,01.03.05,
34077,392697,124890,01.03.05,
34078,390976,122455,01.03.05,
34079,389658,124258,01.03.05,01.10.08
34080,395596,121099,01.03.05,
34085,383779,124611,01.03.05,
34086,393138,122735,01.03.05,
34087,394546,137608,01.03.05,01.02.18
34093,388810,123569,01.03.05,
34095,387686,123484,01.03.05,
34096,388388,123494,01.03.05,
34097,387896,124182,01.03.05,
34099,391189,124717,01.03.05,
34100,393533,121207,01.03.05,
